,Modelo,Pooling,out_emb_size,epochs,qtd_layers,nhid,MR,CR,SUBJ,MPQA,SST2,SST5,TREC,MRPC,Avg_with_SST5,Avg_without_SST5
0,bert-base,CLS_LYR-7,torch.Size([768]),1,12,0,76.24,76.64,93.64,86.91,82.45,42.87,77.24,71.3,75.91124999999998,80.63142857142857
1,bert-base,AVG_LYR-7,torch.Size([768]),1,12,0,78.54,82.33,94.46,88.92,84.17,45.69,83.71,73.31,78.89125000000001,83.63428571428572
2,bert-base,SUM_LYR-7,torch.Size([768]),1,12,0,76.42,81.07,93.43,87.85,83.72,42.51,85.53,67.47,77.25,82.21285714285715
3,bert-base,MAX_LYR-7,torch.Size([768]),1,12,0,73.52,72.88,91.78,87.18,80.96,41.69,79.71,72.28,75.0,79.75857142857141
4,bert-base,AVG-NS_LYR-7,torch.Size([768]),1,12,0,78.57,82.52,94.42,89.15,83.72,45.32,84.24,73.26,78.89999999999999,83.69714285714285
5,bert-base,SUM-NS_LYR-7,torch.Size([768]),1,12,0,76.24,81.06,93.38,88.03,83.14,42.42,85.4,66.81,77.06,82.00857142857141
6,bert-base,MAX-NS_LYR-7,torch.Size([768]),1,12,0,73.49,72.89,91.84,87.79,79.82,41.6,80.14,72.47,75.00500000000001,79.77714285714285
7,bert-base,CLS+AVG_LYR-7,torch.Size([1536]),1,12,0,79.49,80.91,94.85,89.05,84.17,46.05,85.47,73.65,79.205,83.94142857142856
8,bert-base,CLS+SUM_LYR-7,torch.Size([1536]),1,12,0,77.69,80.85,93.65,88.54,83.83,41.6,86.3,68.3,77.595,82.73714285714286
9,bert-base,CLS+MAX_LYR-7,torch.Size([1536]),1,12,0,77.16,77.77,93.97,88.26,84.4,43.87,83.44,73.06,77.74125000000001,82.58000000000001
10,bert-base,CLS+AVG-NS_LYR-7,torch.Size([1536]),1,12,0,79.51,81.18,94.83,89.29,84.4,46.14,85.75,73.48,79.3225,84.06285714285715
11,bert-base,CLS+SUM-NS_LYR-7,torch.Size([1536]),1,12,0,77.66,80.87,93.5,88.71,84.4,42.51,86.13,69.46,77.905,82.96142857142857
12,bert-base,CLS+MAX-NS_LYR-7,torch.Size([1536]),1,12,0,77.14,77.97,93.97,88.63,84.17,43.6,83.69,72.55,77.715,82.58857142857143
13,bert-base,DY3_LYR-7,torch.Size([2304]),1,12,0,79.46,83.05,94.83,89.32,80.85,46.5,87.45,70.68,79.01750000000001,83.66285714285716
14,bert-base,DY3-NS_LYR-7,torch.Size([2304]),1,12,0,79.29,82.74,94.85,89.05,81.42,45.41,87.4,70.85,78.87625,83.65714285714286
15,bert-base,DY5_LYR-7,torch.Size([3840]),1,12,0,79.27,82.68,95.04,88.77,80.85,42.69,88.52,71.32,78.64250000000001,83.77857142857144
16,bert-base,DY5-NS_LYR-7,torch.Size([3840]),1,12,0,78.9,82.99,94.92,68.77,49.08,45.23,88.85,71.27,72.50125,76.39714285714285
17,bert-base,CLS_LYR-8,torch.Size([768]),1,12,0,77.46,75.07,93.49,87.48,84.29,42.05,77.18,70.12,75.8925,80.72714285714287
18,bert-base,AVG_LYR-8,torch.Size([768]),1,12,0,80.17,84.41,94.46,89.05,84.75,46.41,84.72,73.99,79.745,84.50714285714285
19,bert-base,SUM_LYR-8,torch.Size([768]),1,12,0,77.46,82.71,93.86,87.9,84.4,41.69,85.16,66.68,77.48249999999999,82.59571428571427
20,bert-base,MAX_LYR-8,torch.Size([768]),1,12,0,75.38,73.12,92.33,86.94,81.08,43.23,80.41,72.82,75.66375,80.29714285714284
21,bert-base,AVG-NS_LYR-8,torch.Size([768]),1,12,0,80.16,84.59,94.49,89.09,84.98,46.23,85.0,74.09,79.82875000000001,84.62857142857145
22,bert-base,SUM-NS_LYR-8,torch.Size([768]),1,12,0,77.53,82.83,93.72,87.61,84.4,43.05,85.53,66.27,77.6175,82.55571428571429
23,bert-base,MAX-NS_LYR-8,torch.Size([768]),1,12,0,75.55,74.73,92.38,87.44,81.88,42.42,80.78,72.35,75.94125000000001,80.73
24,bert-base,CLS+AVG_LYR-8,torch.Size([1536]),1,12,0,80.7,83.29,94.82,89.3,85.55,44.6,85.6,74.48,79.7925,84.82000000000001
25,bert-base,CLS+SUM_LYR-8,torch.Size([1536]),1,12,0,78.42,83.53,93.96,88.65,84.75,42.33,86.33,68.94,78.36374999999998,83.51142857142857
26,bert-base,CLS+MAX_LYR-8,torch.Size([1536]),1,12,0,78.35,79.73,93.86,88.4,84.29,44.05,83.9,74.41,78.37375,83.27714285714286
27,bert-base,CLS+AVG-NS_LYR-8,torch.Size([1536]),1,12,0,80.7,83.45,94.85,89.5,85.67,44.78,85.49,74.61,79.88125000000001,84.89571428571428
28,bert-base,CLS+SUM-NS_LYR-8,torch.Size([1536]),1,12,0,78.23,83.56,94.01,88.78,84.75,43.69,85.89,68.99,78.48750000000001,83.45857142857143
29,bert-base,CLS+MAX-NS_LYR-8,torch.Size([1536]),1,12,0,78.42,79.75,93.93,88.8,84.63,44.96,84.65,74.48,78.7025,83.52285714285715
30,bert-base,DY3_LYR-8,torch.Size([2304]),1,12,0,80.78,85.34,94.85,89.52,82.45,46.41,88.19,71.17,79.83874999999999,84.61428571428571
31,bert-base,DY3-NS_LYR-8,torch.Size([2304]),1,12,0,80.65,85.5,94.86,89.27,82.8,45.78,87.89,71.32,79.75874999999999,84.61285714285714
32,bert-base,DY5_LYR-8,torch.Size([3840]),1,12,0,80.67,85.31,95.05,89.09,82.8,44.23,89.47,71.88,79.8125,84.89571428571428
33,bert-base,DY5-NS_LYR-8,torch.Size([3840]),1,12,0,80.38,85.44,94.92,68.77,49.08,46.05,89.14,71.64,73.1775,77.05285714285715
34,bert-base,CLS_LYR-9,torch.Size([768]),1,12,0,80.43,82.09,94.15,87.57,84.17,43.87,81.27,71.32,78.10875000000001,83.0
35,bert-base,AVG_LYR-9,torch.Size([768]),1,12,0,81.44,86.92,94.81,88.7,87.27,46.78,85.09,74.31,80.66499999999999,85.50571428571428
36,bert-base,SUM_LYR-9,torch.Size([768]),1,12,0,79.75,85.46,93.99,87.75,86.24,45.41,86.11,66.81,78.94,83.72999999999999
37,bert-base,MAX_LYR-9,torch.Size([768]),1,12,0,78.02,78.46,92.97,87.06,84.63,46.41,80.76,73.36,77.70875,82.17999999999999
38,bert-base,AVG-NS_LYR-9,torch.Size([768]),1,12,0,81.44,87.1,94.83,88.83,86.93,46.59,85.36,74.17,80.65625,85.52285714285713
39,bert-base,SUM-NS_LYR-9,torch.Size([768]),1,12,0,79.65,85.29,94.02,87.19,86.47,44.69,85.91,66.68,78.73750000000001,83.60142857142857
40,bert-base,MAX-NS_LYR-9,torch.Size([768]),1,12,0,78.26,79.03,92.93,87.1,84.98,45.32,81.99,73.14,77.84375,82.49000000000001
41,bert-base,CLS+AVG_LYR-9,torch.Size([1536]),1,12,0,82.34,86.23,95.21,88.99,87.27,47.23,87.07,75.54,81.23499999999999,86.09285714285713
42,bert-base,CLS+SUM_LYR-9,torch.Size([1536]),1,12,0,80.03,85.5,94.5,88.41,86.47,45.23,87.33,69.43,79.61250000000001,84.52428571428572
43,bert-base,CLS+MAX_LYR-9,torch.Size([1536]),1,12,0,80.97,83.87,94.58,88.6,85.89,46.32,86.19,74.17,80.07374999999999,84.89571428571426
44,bert-base,CLS+AVG-NS_LYR-9,torch.Size([1536]),1,12,0,82.33,86.2,95.23,89.24,87.39,47.23,87.03,75.44,81.26124999999999,86.12285714285713
45,bert-base,CLS+SUM-NS_LYR-9,torch.Size([1536]),1,12,0,80.07,85.45,94.51,88.49,86.58,44.5,87.11,69.55,79.53249999999998,84.53714285714284
46,bert-base,CLS+MAX-NS_LYR-9,torch.Size([1536]),1,12,0,81.02,83.92,94.56,88.8,86.12,45.96,86.23,73.99,80.075,84.94857142857143
47,bert-base,DY3_LYR-9,torch.Size([2304]),1,12,0,82.12,86.93,95.2,89.2,84.52,47.5,88.37,71.49,80.66624999999999,85.4042857142857
48,bert-base,DY3-NS_LYR-9,torch.Size([2304]),1,12,0,81.91,87.23,95.16,89.16,85.09,46.87,88.19,71.3,80.61374999999998,85.4342857142857
49,bert-base,DY5_LYR-9,torch.Size([3840]),1,12,0,82.07,87.32,95.36,89.04,85.32,46.23,89.56,71.91,80.85125000000001,85.79714285714286
50,bert-base,DY5-NS_LYR-9,torch.Size([3840]),1,12,0,81.92,87.1,95.28,68.77,49.08,46.78,89.87,71.61,73.80125,77.66142857142856
51,bert-base,CLS_LYR-10,torch.Size([768]),1,12,0,81.75,85.26,94.66,87.59,86.58,45.41,80.67,71.71,79.20375,84.03142857142858
52,bert-base,AVG_LYR-10,torch.Size([768]),1,12,0,81.77,87.18,95.0,88.29,86.81,47.23,84.12,74.26,80.58250000000001,85.34714285714287
53,bert-base,SUM_LYR-10,torch.Size([768]),1,12,0,78.91,85.14,94.1,87.55,86.01,40.87,85.33,66.58,78.06125,83.37428571428572
54,bert-base,MAX_LYR-10,torch.Size([768]),1,12,0,79.37,80.45,93.55,87.54,86.01,45.14,81.0,72.72,78.2225,82.94857142857143
55,bert-base,AVG-NS_LYR-10,torch.Size([768]),1,12,0,81.7,87.22,94.99,88.16,86.81,47.41,84.1,73.87,80.53250000000001,85.26428571428572
56,bert-base,SUM-NS_LYR-10,torch.Size([768]),1,12,0,78.66,84.97,94.06,86.7,85.21,41.69,85.23,66.81,77.91624999999999,83.09142857142855
57,bert-base,MAX-NS_LYR-10,torch.Size([768]),1,12,0,79.34,80.87,93.6,87.19,85.55,45.41,81.77,72.64,78.29625,82.99428571428572
58,bert-base,CLS+AVG_LYR-10,torch.Size([1536]),1,12,0,82.79,87.32,95.24,88.86,87.61,47.05,86.11,74.39,81.17125,86.0457142857143
59,bert-base,CLS+SUM_LYR-10,torch.Size([1536]),1,12,0,79.89,85.58,94.41,88.29,87.16,44.23,86.04,69.28,79.36,84.37857142857142
60,bert-base,CLS+MAX_LYR-10,torch.Size([1536]),1,12,0,82.39,85.39,95.07,88.47,86.81,45.69,85.29,74.66,80.47125,85.44000000000001
61,bert-base,CLS+AVG-NS_LYR-10,torch.Size([1536]),1,12,0,82.81,87.36,95.24,89.06,87.96,46.87,86.11,74.48,81.23625,86.14571428571428
62,bert-base,CLS+SUM-NS_LYR-10,torch.Size([1536]),1,12,0,79.99,85.5,94.36,88.33,87.39,44.41,86.87,69.58,79.55375000000001,84.57428571428572
63,bert-base,CLS+MAX-NS_LYR-10,torch.Size([1536]),1,12,0,82.36,85.66,95.09,88.67,86.93,45.87,85.64,74.41,80.57875,85.53714285714285
64,bert-base,DY3_LYR-10,torch.Size([2304]),1,12,0,82.1,87.48,95.23,89.1,84.75,48.05,87.97,71.79,80.80874999999999,85.48857142857142
65,bert-base,DY3-NS_LYR-10,torch.Size([2304]),1,12,0,81.91,87.5,95.25,88.82,84.98,47.68,88.0,71.54,80.71,85.42857142857143
66,bert-base,DY5_LYR-10,torch.Size([3840]),1,12,0,82.21,88.07,95.36,88.91,85.89,47.32,89.8,71.93,81.18625,86.0242857142857
67,bert-base,DY5-NS_LYR-10,torch.Size([3840]),1,12,0,81.99,87.74,95.37,68.77,49.08,47.68,89.58,71.86,74.00875,77.77
68,bert-base,CLS_LYR-11,torch.Size([768]),1,12,0,82.29,85.59,95.03,87.87,86.81,46.41,82.52,71.66,79.7725,84.53857142857143
69,bert-base,AVG_LYR-11,torch.Size([768]),1,12,0,81.46,86.71,95.05,88.16,86.58,46.68,83.53,72.94,80.13874999999999,84.91857142857144
70,bert-base,SUM_LYR-11,torch.Size([768]),1,12,0,78.25,85.19,94.03,87.25,85.44,40.51,84.32,65.33,77.54,82.83000000000001
71,bert-base,MAX_LYR-11,torch.Size([768]),1,12,0,78.73,80.5,93.93,87.53,85.89,44.14,80.34,71.74,77.85000000000001,82.6657142857143
72,bert-base,AVG-NS_LYR-11,torch.Size([768]),1,12,0,81.45,86.75,95.03,87.84,86.7,46.41,83.44,72.94,80.07000000000002,84.87857142857145
73,bert-base,SUM-NS_LYR-11,torch.Size([768]),1,12,0,78.19,85.15,94.08,86.61,85.55,41.87,84.41,65.33,77.64875,82.76
74,bert-base,MAX-NS_LYR-11,torch.Size([768]),1,12,0,78.76,80.72,93.87,86.89,84.98,43.78,81.25,71.91,77.77,82.62571428571428
75,bert-base,CLS+AVG_LYR-11,torch.Size([1536]),1,12,0,82.84,87.27,95.41,88.73,88.07,47.5,86.37,73.77,81.245,86.0657142857143
76,bert-base,CLS+SUM_LYR-11,torch.Size([1536]),1,12,0,80.09,84.99,94.17,88.08,87.39,44.05,86.26,69.65,79.335,84.37571428571428
77,bert-base,CLS+MAX_LYR-11,torch.Size([1536]),1,12,0,82.5,85.58,95.19,88.48,87.61,46.87,85.25,72.74,80.5275,85.33571428571429
78,bert-base,CLS+AVG-NS_LYR-11,torch.Size([1536]),1,12,0,82.91,87.37,95.42,88.86,88.42,47.77,86.41,73.77,81.36625,86.16571428571429
79,bert-base,CLS+SUM-NS_LYR-11,torch.Size([1536]),1,12,0,80.04,84.89,94.1,88.09,86.7,43.69,85.97,69.75,79.15375,84.22
80,bert-base,CLS+MAX-NS_LYR-11,torch.Size([1536]),1,12,0,82.51,85.56,95.18,88.57,87.39,46.96,85.55,73.06,80.5975,85.40285714285713
81,bert-base,DY3_LYR-11,torch.Size([2304]),1,12,0,81.98,87.14,95.25,89.0,84.4,47.59,87.6,72.18,80.64250000000001,85.36428571428571
82,bert-base,DY3-NS_LYR-11,torch.Size([2304]),1,12,0,81.69,87.21,95.25,88.7,84.98,47.05,87.36,71.57,80.47625,85.25142857142858
83,bert-base,DY5_LYR-11,torch.Size([3840]),1,12,0,82.09,87.71,95.37,88.97,85.32,46.5,89.23,72.01,80.89999999999999,85.8142857142857
84,bert-base,DY5-NS_LYR-11,torch.Size([3840]),1,12,0,81.63,87.61,95.39,68.77,49.08,45.96,89.27,71.91,73.70249999999999,77.66571428571429
85,bert-base,CLS_LYR-12,torch.Size([768]),1,12,0,81.76,84.65,94.87,86.96,86.7,45.69,80.04,71.49,79.02,83.78142857142858
86,bert-base,AVG_LYR-12,torch.Size([768]),1,12,0,80.96,85.69,94.88,87.32,86.47,46.23,82.06,72.89,79.56249999999999,84.3242857142857
87,bert-base,SUM_LYR-12,torch.Size([768]),1,12,0,79.08,84.28,93.99,86.98,86.58,43.96,84.34,67.96,78.39625000000001,83.3157142857143
88,bert-base,MAX_LYR-12,torch.Size([768]),1,12,0,78.15,72.22,93.39,85.9,83.72,44.96,76.96,72.79,76.01124999999999,80.44714285714285
89,bert-base,AVG-NS_LYR-12,torch.Size([768]),1,12,0,80.92,85.62,94.81,87.22,86.35,45.87,82.01,73.09,79.48625000000001,84.28857142857144
90,bert-base,SUM-NS_LYR-12,torch.Size([768]),1,12,0,79.03,84.22,94.01,86.15,85.78,43.32,84.21,67.57,78.03625,82.99571428571429
91,bert-base,MAX-NS_LYR-12,torch.Size([768]),1,12,0,78.12,72.75,93.33,85.88,84.17,45.41,76.83,72.25,76.0925,80.47571428571428
92,bert-base,CLS+AVG_LYR-12,torch.Size([1536]),1,12,0,82.44,86.65,95.41,88.09,87.16,46.78,84.39,73.04,80.49499999999999,85.31142857142856
93,bert-base,CLS+SUM_LYR-12,torch.Size([1536]),1,12,0,80.61,84.71,94.23,87.44,87.16,44.14,85.31,67.35,78.86874999999999,83.83000000000001
94,bert-base,CLS+MAX_LYR-12,torch.Size([1536]),1,12,0,82.02,85.41,95.01,87.7,86.93,47.32,83.82,73.82,80.25375,84.95857142857143
95,bert-base,CLS+AVG-NS_LYR-12,torch.Size([1536]),1,12,0,82.36,86.63,95.4,88.25,87.27,46.68,84.3,73.14,80.50375,85.33571428571427
96,bert-base,CLS+SUM-NS_LYR-12,torch.Size([1536]),1,12,0,80.51,84.57,94.29,87.6,87.16,43.42,85.11,67.44,78.76249999999999,83.81142857142858
97,bert-base,CLS+MAX-NS_LYR-12,torch.Size([1536]),1,12,0,82.05,85.52,94.99,87.81,86.93,47.5,83.2,73.33,80.16625,84.83285714285715
98,bert-base,DY3_LYR-12,torch.Size([2304]),1,12,0,81.52,86.07,95.13,88.26,84.06,47.23,86.63,71.96,80.1075,84.80428571428571
99,bert-base,DY3-NS_LYR-12,torch.Size([2304]),1,12,0,81.29,86.27,95.08,88.31,84.06,47.41,86.33,72.03,80.0975,84.76714285714286
100,bert-base,DY5_LYR-12,torch.Size([3840]),1,12,0,81.71,86.82,95.23,88.38,83.6,46.96,88.08,72.03,80.35125,85.12142857142858
101,bert-base,DY5-NS_LYR-12,torch.Size([3840]),1,12,0,81.41,87.01,95.2,68.77,49.08,46.96,88.33,71.47,73.52875,77.32428571428571
102,bert-base,CLS_SUML4L,torch.Size([768]),1,12,0,82.32,86.55,95.36,88.22,87.16,45.78,84.87,67.59,79.73125,84.58142857142857
103,bert-base,AVG_SUML4L,torch.Size([768]),1,12,0,81.78,87.45,95.45,88.6,87.39,45.78,85.99,73.04,80.68499999999999,85.67142857142856
104,bert-base,SUM_SUML4L,torch.Size([768]),1,12,0,76.59,84.15,93.68,86.17,86.01,38.24,82.23,65.48,76.56875000000001,82.04428571428572
105,bert-base,MAX_SUML4L,torch.Size([768]),1,12,0,78.18,79.29,93.26,87.51,85.89,42.14,81.6,67.84,76.96375,81.93857142857144
106,bert-base,AVG-NS_SUML4L,torch.Size([768]),1,12,0,81.74,87.5,95.42,88.37,86.58,45.87,85.97,73.31,80.595,85.5557142857143
107,bert-base,SUM-NS_SUML4L,torch.Size([768]),1,12,0,76.51,84.08,93.63,86.03,84.75,38.87,82.69,65.6,76.52,81.89857142857143
108,bert-base,MAX-NS_SUML4L,torch.Size([768]),1,12,0,78.08,79.55,93.3,87.36,85.44,43.05,82.59,67.93,77.1625,82.03571428571429
109,bert-base,CLS+AVG_SUML4L,torch.Size([1536]),1,12,0,82.76,87.4,95.56,88.84,87.84,46.78,87.86,72.77,81.22625000000001,86.14714285714287
110,bert-base,CLS+SUM_SUML4L,torch.Size([1536]),1,12,0,77.14,84.58,93.73,87.19,86.47,40.6,84.35,68.67,77.84125,83.16142857142857
111,bert-base,CLS+MAX_SUML4L,torch.Size([1536]),1,12,0,81.75,85.56,95.01,88.31,86.47,44.96,86.21,69.28,79.69375,84.6557142857143
112,bert-base,CLS+AVG-NS_SUML4L,torch.Size([1536]),1,12,0,82.82,87.5,95.58,88.83,88.19,46.78,88.04,72.67,81.30124999999998,86.23285714285713
113,bert-base,CLS+SUM-NS_SUML4L,torch.Size([1536]),1,12,0,77.17,84.46,93.64,87.62,86.01,41.87,84.56,68.23,77.945,83.09857142857143
114,bert-base,CLS+MAX-NS_SUML4L,torch.Size([1536]),1,12,0,81.76,85.45,95.05,88.38,86.93,44.96,86.33,69.36,79.7775,84.75142857142858
115,bert-base,DY3_SUML4L,torch.Size([2304]),1,12,0,82.2,87.54,95.36,89.15,84.98,46.32,88.94,70.31,80.6,85.49714285714286
116,bert-base,DY3-NS_SUML4L,torch.Size([2304]),1,12,0,81.84,87.24,95.35,88.6,84.63,46.59,88.65,69.85,80.34375,85.16571428571429
117,bert-base,DY5_SUML4L,torch.Size([3840]),1,12,0,81.73,87.54,95.3,88.65,85.21,45.32,89.64,70.56,80.49375,85.51857142857145
118,bert-base,DY5-NS_SUML4L,torch.Size([3840]),1,12,0,81.39,87.41,95.3,68.77,49.08,46.59,89.73,69.85,73.515,77.36142857142856
119,bert-base,CLS_AVGL4L,torch.Size([768]),1,12,0,82.29,84.88,95.01,87.85,86.47,45.32,81.14,72.01,79.37125,84.23571428571428
120,bert-base,AVG_AVGL4L,torch.Size([768]),1,12,0,81.7,86.93,94.97,88.4,86.81,47.5,83.95,73.77,80.50375,85.21857142857142
121,bert-base,SUM_AVGL4L,torch.Size([768]),1,12,0,79.24,85.51,94.26,87.54,86.01,41.78,85.22,66.36,78.24000000000001,83.44857142857143
122,bert-base,MAX_AVGL4L,torch.Size([768]),1,12,0,78.86,78.68,93.64,87.47,85.78,44.96,79.68,72.77,77.72999999999999,82.41142857142857
123,bert-base,AVG-NS_AVGL4L,torch.Size([768]),1,12,0,81.7,86.98,94.93,88.3,86.81,47.32,83.88,74.14,80.50750000000001,85.24857142857142
124,bert-base,SUM-NS_AVGL4L,torch.Size([768]),1,12,0,79.15,85.48,94.26,86.98,85.89,42.78,85.22,66.61,78.29625,83.37
125,bert-base,MAX-NS_AVGL4L,torch.Size([768]),1,12,0,78.89,79.88,93.68,86.99,85.32,44.96,80.43,72.69,77.85499999999999,82.55428571428571
126,bert-base,CLS+AVG_AVGL4L,torch.Size([1536]),1,12,0,82.8,87.07,95.37,88.97,87.84,47.14,86.0,74.58,81.22125000000001,86.09000000000002
127,bert-base,CLS+SUM_AVGL4L,torch.Size([1536]),1,12,0,80.46,85.58,94.53,88.26,87.04,44.41,86.55,69.63,79.55749999999999,84.57857142857142
