Modelo,Pooling,out_emb_size,epochs,qtd_layers,nhid,MR,CR,SUBJ,MPQA,SST2,TREC,MRPC,Avg_without_SST5
roberta-base,CLS+MAX-NS_AVGALL,torch.Size([1536]),1,12,0,78.12,63.92,91.68,86.09,86.99,77.0,73.39,79.59857142857143
roberta-base,DY3_AVGALL,torch.Size([2304]),1,12,0,83.81,84.24,94.52,88.69,89.62,89.4,68.23,85.50142857142858
roberta-base,DY3-NS_AVGALL,torch.Size([2304]),1,12,0,83.34,85.69,94.13,88.51,89.02,89.4,67.48,85.36714285714285
roberta-base,DY5_AVGALL,torch.Size([3840]),1,12,0,83.87,86.07,94.49,88.34,88.58,88.6,65.74,85.09857142857142
roberta-base,DY5-NS_AVGALL,torch.Size([3840]),1,12,0,83.36,85.91,94.46,68.77,87.7,90.4,61.16,81.67999999999998
deberta-base,CLS_LYR-7,torch.Size([768]),1,12,0,53.06,63.76,55.8,68.77,49.92,18.8,66.49,53.8
deberta-base,AVG_LYR-7,torch.Size([768]),1,12,0,82.99,82.73,94.0,90.25,90.77,92.6,75.48,86.97428571428573
deberta-base,SUM_LYR-7,torch.Size([768]),1,12,0,83.2,87.52,94.46,90.08,90.99,94.8,68.93,87.14
deberta-base,MAX_LYR-7,torch.Size([768]),1,12,0,80.84,79.18,91.94,89.38,87.75,89.6,74.32,84.71571428571428
deberta-base,AVG-NS_LYR-7,torch.Size([768]),1,12,0,83.35,83.05,94.18,90.34,90.88,93.6,75.48,87.26857142857143
deberta-base,SUM-NS_LYR-7,torch.Size([768]),1,12,0,83.3,87.47,94.52,90.54,90.94,94.6,66.61,86.85428571428572
deberta-base,MAX-NS_LYR-7,torch.Size([768]),1,12,0,80.89,79.18,91.94,89.79,87.64,89.6,74.32,84.76571428571427
deberta-base,CLS+AVG_LYR-7,torch.Size([1536]),1,12,0,83.47,85.99,94.15,89.89,90.72,93.6,75.83,87.66428571428573
deberta-base,CLS+SUM_LYR-7,torch.Size([1536]),1,12,0,82.87,88.48,94.66,90.2,90.12,96.0,71.59,87.70285714285714
deberta-base,CLS+MAX_LYR-7,torch.Size([1536]),1,12,0,80.27,77.78,92.08,89.13,87.1,92.0,71.59,84.27857142857144
deberta-base,CLS+AVG-NS_LYR-7,torch.Size([1536]),1,12,0,83.42,86.62,94.09,90.44,90.94,94.0,76.06,87.93857142857142
deberta-base,CLS+SUM-NS_LYR-7,torch.Size([1536]),1,12,0,83.69,87.1,94.65,90.21,90.06,96.0,71.77,87.64
deberta-base,CLS+MAX-NS_LYR-7,torch.Size([1536]),1,12,0,80.44,77.78,92.08,89.19,87.1,92.0,71.59,84.31142857142858
deberta-base,DY3_LYR-7,torch.Size([2304]),1,12,0,84.49,87.95,94.68,90.31,89.4,89.4,68.46,86.38428571428572
deberta-base,DY3-NS_LYR-7,torch.Size([2304]),1,12,0,84.35,88.9,94.99,68.77,89.57,94.0,67.65,84.03285714285713
deberta-base,DY5_LYR-7,torch.Size([3840]),1,12,0,84.32,88.8,95.13,68.77,88.96,84.6,63.07,81.95
deberta-base,DY5-NS_LYR-7,torch.Size([3840]),1,12,0,83.79,89.38,95.59,68.77,50.08,94.2,70.03,78.8342857142857
deberta-base,CLS_LYR-8,torch.Size([768]),1,12,0,54.81,63.76,58.97,68.77,49.92,18.8,66.49,54.502857142857145
deberta-base,AVG_LYR-8,torch.Size([768]),1,12,0,85.02,87.5,94.66,89.66,91.54,93.6,75.94,88.2742857142857
deberta-base,SUM_LYR-8,torch.Size([768]),1,12,0,84.47,87.79,94.44,89.67,91.65,95.2,68.46,87.38285714285715
deberta-base,MAX_LYR-8,torch.Size([768]),1,12,0,82.35,79.68,92.74,89.03,89.07,89.8,72.06,84.96142857142857
deberta-base,AVG-NS_LYR-8,torch.Size([768]),1,12,0,85.08,87.42,94.62,90.21,91.43,94.0,76.12,88.41142857142857
deberta-base,SUM-NS_LYR-8,torch.Size([768]),1,12,0,84.2,88.37,94.45,89.74,91.6,95.2,68.12,87.38285714285715
deberta-base,MAX-NS_LYR-8,torch.Size([768]),1,12,0,82.36,79.71,92.74,89.45,89.02,89.2,72.06,84.9342857142857
deberta-base,CLS+AVG_LYR-8,torch.Size([1536]),1,12,0,85.28,86.81,94.65,89.6,91.65,93.8,75.48,88.18142857142857
deberta-base,CLS+SUM_LYR-8,torch.Size([1536]),1,12,0,85.65,89.4,95.01,89.56,91.6,96.0,70.55,88.25285714285714
deberta-base,CLS+MAX_LYR-8,torch.Size([1536]),1,12,0,82.62,77.94,92.24,88.42,88.8,92.4,72.46,84.98285714285716
deberta-base,CLS+AVG-NS_LYR-8,torch.Size([1536]),1,12,0,85.2,88.24,94.58,90.29,91.6,94.6,75.65,88.5942857142857
deberta-base,CLS+SUM-NS_LYR-8,torch.Size([1536]),1,12,0,85.23,89.19,94.99,89.61,91.65,96.0,70.32,88.14142857142858
deberta-base,CLS+MAX-NS_LYR-8,torch.Size([1536]),1,12,0,82.65,77.91,92.24,88.87,88.69,90.8,72.46,84.80285714285715
deberta-base,DY3_LYR-8,torch.Size([2304]),1,12,0,84.52,88.82,94.92,90.14,90.77,91.8,68.93,87.1285714285714
deberta-base,DY3-NS_LYR-8,torch.Size([2304]),1,12,0,85.88,88.9,94.92,68.77,91.16,93.8,66.67,84.29999999999998
deberta-base,DY5_LYR-8,torch.Size([3840]),1,12,0,86.0,89.93,95.15,68.77,90.5,87.2,63.42,82.99571428571429
deberta-base,DY5-NS_LYR-8,torch.Size([3840]),1,12,0,85.45,89.8,95.42,68.77,50.08,94.6,70.32,79.2057142857143
deberta-base,CLS_LYR-9,torch.Size([768]),1,12,0,78.06,63.76,87.83,68.77,80.34,18.8,66.49,66.29285714285714
deberta-base,AVG_LYR-9,torch.Size([768]),1,12,0,85.72,88.56,93.98,89.87,91.76,92.2,74.72,88.11571428571429
deberta-base,SUM_LYR-9,torch.Size([768]),1,12,0,85.67,88.85,94.66,89.25,91.38,96.0,66.32,87.44714285714284
deberta-base,MAX_LYR-9,torch.Size([768]),1,12,0,83.13,79.26,92.27,88.83,89.07,91.4,73.04,85.28571428571426
deberta-base,AVG-NS_LYR-9,torch.Size([768]),1,12,0,85.89,88.42,94.19,90.09,91.71,93.2,75.07,88.36714285714285
deberta-base,SUM-NS_LYR-9,torch.Size([768]),1,12,0,85.86,89.22,94.13,89.15,91.43,96.0,66.61,87.48571428571428
deberta-base,MAX-NS_LYR-9,torch.Size([768]),1,12,0,82.78,78.04,92.36,89.2,89.07,91.4,73.1,85.13571428571429
deberta-base,CLS+AVG_LYR-9,torch.Size([1536]),1,12,0,85.97,88.88,94.34,89.59,91.76,92.0,76.0,88.36285714285714
deberta-base,CLS+SUM_LYR-9,torch.Size([1536]),1,12,0,86.32,90.54,94.45,89.51,91.87,96.4,68.0,88.1557142857143
deberta-base,CLS+MAX_LYR-9,torch.Size([1536]),1,12,0,82.97,78.78,92.22,88.62,89.29,91.6,72.52,85.14285714285714
deberta-base,CLS+AVG-NS_LYR-9,torch.Size([1536]),1,12,0,85.98,89.22,94.45,90.2,91.82,93.4,74.55,88.51714285714284
deberta-base,CLS+SUM-NS_LYR-9,torch.Size([1536]),1,12,0,86.25,90.46,94.45,89.74,91.87,96.4,68.29,88.20857142857142
deberta-base,CLS+MAX-NS_LYR-9,torch.Size([1536]),1,12,0,82.96,78.81,92.22,88.99,89.24,91.6,72.75,85.2242857142857
deberta-base,DY3_LYR-9,torch.Size([2304]),1,12,0,86.99,89.8,95.12,89.66,91.43,91.2,68.12,87.4742857142857
deberta-base,DY3-NS_LYR-9,torch.Size([2304]),1,12,0,86.1,89.99,95.04,68.77,91.43,91.8,68.0,84.44714285714285
deberta-base,DY5_LYR-9,torch.Size([3840]),1,12,0,86.96,89.91,95.64,68.77,90.77,84.8,65.74,83.22714285714285
deberta-base,DY5-NS_LYR-9,torch.Size([3840]),1,12,0,86.79,90.81,95.83,68.77,50.08,94.2,69.39,79.41
deberta-base,CLS_LYR-10,torch.Size([768]),1,12,0,67.0,63.76,67.9,68.77,49.92,19.0,66.49,57.54857142857144
deberta-base,AVG_LYR-10,torch.Size([768]),1,12,0,86.81,89.09,94.15,89.02,92.42,90.0,74.84,88.04714285714286
deberta-base,SUM_LYR-10,torch.Size([768]),1,12,0,85.87,89.4,94.27,89.45,92.37,94.8,66.49,87.52142857142857
deberta-base,MAX_LYR-10,torch.Size([768]),1,12,0,83.91,81.86,92.24,89.1,90.33,87.0,71.3,85.10571428571428
deberta-base,AVG-NS_LYR-10,torch.Size([768]),1,12,0,86.8,89.11,94.42,89.77,92.42,90.2,75.13,88.26428571428572
deberta-base,SUM-NS_LYR-10,torch.Size([768]),1,12,0,85.75,89.14,94.35,89.63,92.31,94.8,67.83,87.68714285714286
deberta-base,MAX-NS_LYR-10,torch.Size([768]),1,12,0,83.9,82.28,92.25,89.15,90.44,87.0,71.3,85.18857142857142
deberta-base,CLS+AVG_LYR-10,torch.Size([1536]),1,12,0,86.81,89.93,94.4,89.16,92.37,90.8,74.96,88.34714285714286
deberta-base,CLS+SUM_LYR-10,torch.Size([1536]),1,12,0,86.85,90.07,94.56,89.45,92.15,96.4,67.65,88.16142857142857
deberta-base,CLS+MAX_LYR-10,torch.Size([1536]),1,12,0,84.14,81.51,92.24,88.64,90.17,88.0,72.46,85.30857142857144
deberta-base,CLS+AVG-NS_LYR-10,torch.Size([1536]),1,12,0,86.61,89.88,94.44,89.97,92.2,92.4,75.3,88.68571428571428
deberta-base,CLS+SUM-NS_LYR-10,torch.Size([1536]),1,12,0,86.02,90.2,94.95,89.75,92.15,96.4,72.12,88.79857142857144
deberta-base,CLS+MAX-NS_LYR-10,torch.Size([1536]),1,12,0,84.15,83.18,92.24,89.16,90.12,88.0,72.46,85.61571428571429
deberta-base,DY3_LYR-10,torch.Size([2304]),1,12,0,87.27,90.6,95.27,89.62,91.54,87.4,68.23,87.13285714285715
deberta-base,DY3-NS_LYR-10,torch.Size([2304]),1,12,0,86.74,90.68,95.09,68.77,91.65,91.6,68.0,84.64714285714285
deberta-base,DY5_LYR-10,torch.Size([3840]),1,12,0,87.49,91.07,96.01,68.77,91.54,85.6,68.06,84.07714285714285
deberta-base,DY5-NS_LYR-10,torch.Size([3840]),1,12,0,87.33,91.13,95.89,68.77,50.08,94.4,69.22,79.54571428571428
deberta-base,CLS_LYR-11,torch.Size([768]),1,12,0,77.63,63.76,85.94,72.41,84.29,35.6,66.2,69.40428571428572
deberta-base,AVG_LYR-11,torch.Size([768]),1,12,0,86.32,88.24,94.35,88.5,92.59,90.0,72.75,87.53571428571429
deberta-base,SUM_LYR-11,torch.Size([768]),1,12,0,86.26,88.05,94.34,89.27,92.04,94.0,69.91,87.69571428571429
deberta-base,MAX_LYR-11,torch.Size([768]),1,12,0,81.21,68.51,91.51,87.67,89.9,83.0,71.88,81.95428571428572
deberta-base,AVG-NS_LYR-11,torch.Size([768]),1,12,0,85.39,87.26,94.09,88.99,92.31,86.4,72.87,86.75857142857144
deberta-base,SUM-NS_LYR-11,torch.Size([768]),1,12,0,86.57,88.34,94.56,89.51,92.04,94.2,70.03,87.89285714285714
deberta-base,MAX-NS_LYR-11,torch.Size([768]),1,12,0,81.07,66.28,91.42,88.42,90.12,83.4,71.83,81.79142857142858
deberta-base,CLS+AVG_LYR-11,torch.Size([1536]),1,12,0,85.97,88.21,94.25,88.83,92.53,88.0,74.2,87.42714285714285
deberta-base,CLS+SUM_LYR-11,torch.Size([1536]),1,12,0,87.31,90.09,94.91,88.71,92.26,93.8,67.71,87.82714285714285
deberta-base,CLS+MAX_LYR-11,torch.Size([1536]),1,12,0,81.97,70.83,91.27,87.62,90.72,84.4,71.71,82.64571428571428
deberta-base,CLS+AVG-NS_LYR-11,torch.Size([1536]),1,12,0,85.9,88.08,94.36,89.44,92.15,90.2,72.58,87.53000000000002
deberta-base,CLS+SUM-NS_LYR-11,torch.Size([1536]),1,12,0,86.99,90.28,94.96,89.03,92.04,94.8,69.97,88.2957142857143
deberta-base,CLS+MAX-NS_LYR-11,torch.Size([1536]),1,12,0,82.22,70.76,91.77,88.17,90.61,84.4,71.71,82.8057142857143
deberta-base,DY3_LYR-11,torch.Size([2304]),1,12,0,86.61,88.24,94.98,89.63,91.98,85.0,69.39,86.54714285714286
deberta-base,DY3-NS_LYR-11,torch.Size([2304]),1,12,0,86.63,88.9,94.94,68.77,91.93,88.4,67.42,83.85571428571428
deberta-base,DY5_LYR-11,torch.Size([3840]),1,12,0,87.62,90.62,95.31,68.77,91.76,87.4,67.83,84.18714285714286
deberta-base,DY5-NS_LYR-11,torch.Size([3840]),1,12,0,87.1,89.62,95.36,68.77,50.08,93.6,68.99,79.07428571428571
deberta-base,CLS_LYR-12,torch.Size([768]),1,12,0,71.47,63.76,82.5,72.81,81.22,47.0,66.49,69.32142857142857
deberta-base,AVG_LYR-12,torch.Size([768]),1,12,0,84.17,83.05,93.03,84.97,91.05,83.0,70.03,84.18571428571428
deberta-base,SUM_LYR-12,torch.Size([768]),1,12,0,83.74,82.7,93.04,86.19,90.83,89.8,68.46,84.96571428571428
deberta-base,MAX_LYR-12,torch.Size([768]),1,12,0,75.31,63.18,87.34,82.09,86.22,77.6,66.2,76.84857142857143
deberta-base,AVG-NS_LYR-12,torch.Size([768]),1,12,0,84.4,82.83,92.95,86.26,91.1,82.8,70.09,84.34714285714286
deberta-base,SUM-NS_LYR-12,torch.Size([768]),1,12,0,83.3,83.13,93.5,86.56,91.1,89.8,67.77,85.02285714285713
deberta-base,MAX-NS_LYR-12,torch.Size([768]),1,12,0,75.51,63.26,87.28,83.05,86.77,77.6,66.2,77.0957142857143
deberta-base,CLS+AVG_LYR-12,torch.Size([1536]),1,12,0,84.01,83.42,92.85,85.04,91.65,83.2,69.74,84.27285714285715
deberta-base,CLS+SUM_LYR-12,torch.Size([1536]),1,12,0,82.56,84.82,93.94,86.45,90.66,90.4,66.03,84.97999999999999
deberta-base,CLS+MAX_LYR-12,torch.Size([1536]),1,12,0,77.75,63.87,88.42,80.87,88.3,79.4,66.72,77.90428571428572
deberta-base,CLS+AVG-NS_LYR-12,torch.Size([1536]),1,12,0,83.69,84.11,92.92,86.95,91.71,81.6,69.68,84.38000000000001
deberta-base,CLS+SUM-NS_LYR-12,torch.Size([1536]),1,12,0,83.1,85.09,94.05,86.88,90.88,90.8,64.46,85.03714285714285
deberta-base,CLS+MAX-NS_LYR-12,torch.Size([1536]),1,12,0,77.8,63.92,88.35,82.36,88.3,79.2,66.67,78.08571428571429
deberta-base,DY3_LYR-12,torch.Size([2304]),1,12,0,84.52,84.69,94.03,86.39,89.68,85.0,62.61,83.84571428571428
deberta-base,DY3-NS_LYR-12,torch.Size([2304]),1,12,0,84.27,86.86,93.67,68.77,89.4,85.6,66.49,82.15142857142858
deberta-base,DY5_LYR-12,torch.Size([3840]),1,12,0,84.97,86.75,94.06,68.77,89.68,67.0,65.04,79.46714285714286
deberta-base,DY5-NS_LYR-12,torch.Size([3840]),1,12,0,85.71,85.61,94.2,68.77,50.08,89.0,60.64,76.28714285714285
deberta-base,CLS_SUML4L,torch.Size([768]),1,12,0,76.91,63.76,83.52,74.39,86.27,39.0,66.2,70.00714285714285
deberta-base,AVG_SUML4L,torch.Size([768]),1,12,0,87.03,88.9,95.07,89.76,91.6,92.2,72.99,88.22142857142858
deberta-base,SUM_SUML4L,torch.Size([768]),1,12,0,83.31,86.2,93.46,89.16,90.72,92.6,66.38,85.97571428571429
deberta-base,MAX_SUML4L,torch.Size([768]),1,12,0,81.5,63.55,91.61,88.5,90.33,90.2,66.72,81.77285714285713
deberta-base,AVG-NS_SUML4L,torch.Size([768]),1,12,0,86.74,88.93,94.95,90.26,91.65,93.2,73.1,88.40428571428572
deberta-base,SUM-NS_SUML4L,torch.Size([768]),1,12,0,83.28,87.05,93.14,88.62,90.77,93.8,66.43,86.15571428571427
deberta-base,MAX-NS_SUML4L,torch.Size([768]),1,12,0,81.51,64.56,91.45,88.8,90.23,91.2,66.61,82.05142857142857
deberta-base,CLS+AVG_SUML4L,torch.Size([1536]),1,12,0,86.89,89.8,94.8,89.85,92.86,93.6,74.2,88.85714285714288
deberta-base,CLS+SUM_SUML4L,torch.Size([1536]),1,12,0,84.66,88.58,94.29,88.75,91.76,90.8,64.35,86.17
deberta-base,CLS+MAX_SUML4L,torch.Size([1536]),1,12,0,83.17,79.71,92.63,88.15,90.44,90.4,69.86,84.90857142857143
deberta-base,CLS+AVG-NS_SUML4L,torch.Size([1536]),1,12,0,86.95,89.3,94.74,90.35,92.92,94.4,73.8,88.92285714285715
deberta-base,CLS+SUM-NS_SUML4L,torch.Size([1536]),1,12,0,84.44,88.4,93.97,88.98,91.76,92.6,66.2,86.62142857142858
deberta-base,CLS+MAX-NS_SUML4L,torch.Size([1536]),1,12,0,82.73,79.9,92.62,88.09,90.28,91.0,68.12,84.67714285714285
deberta-base,DY3_SUML4L,torch.Size([2304]),1,12,0,87.76,90.46,95.48,90.51,92.26,88.8,70.03,87.89999999999999
deberta-base,DY3-NS_SUML4L,torch.Size([2304]),1,12,0,87.58,89.99,95.34,68.77,91.38,93.2,69.16,85.05999999999999
deberta-base,DY5_SUML4L,torch.Size([3840]),1,12,0,87.34,90.12,95.84,68.77,90.77,80.4,69.33,83.22428571428573
deberta-base,DY5-NS_SUML4L,torch.Size([3840]),1,12,0,87.2,89.64,95.68,68.77,50.08,94.8,66.78,78.99285714285713
deberta-base,CLS_AVGL4L,torch.Size([768]),1,12,0,71.27,63.76,77.91,69.98,82.37,39.6,66.49,67.34
deberta-base,AVG_AVGL4L,torch.Size([768]),1,12,0,85.75,87.15,94.2,88.96,92.31,90.6,73.04,87.42999999999999
deberta-base,SUM_AVGL4L,torch.Size([768]),1,12,0,86.1,88.77,94.1,89.14,92.09,94.8,66.26,87.32285714285715
deberta-base,MAX_AVGL4L,torch.Size([768]),1,12,0,82.24,64.32,91.64,88.12,89.46,84.8,70.38,81.5657142857143
deberta-base,AVG-NS_AVGL4L,torch.Size([768]),1,12,0,85.77,86.97,94.32,89.88,92.37,91.0,71.71,87.43142857142857
deberta-base,SUM-NS_AVGL4L,torch.Size([768]),1,12,0,86.44,88.32,94.69,89.56,92.04,94.8,66.26,87.44428571428571
deberta-base,MAX-NS_AVGL4L,torch.Size([768]),1,12,0,82.35,64.34,91.67,88.48,89.24,81.6,70.55,81.17571428571429
deberta-base,CLS+AVG_AVGL4L,torch.Size([1536]),1,12,0,85.62,88.18,93.88,89.12,92.42,90.8,74.32,87.76285714285713
deberta-base,CLS+SUM_AVGL4L,torch.Size([1536]),1,12,0,86.59,90.01,95.48,89.44,91.71,94.8,71.07,88.44285714285714
deberta-base,CLS+MAX_AVGL4L,torch.Size([1536]),1,12,0,83.05,72.42,92.09,87.51,89.13,89.0,71.88,83.58285714285715
deberta-base,CLS+AVG-NS_AVGL4L,torch.Size([1536]),1,12,0,85.63,88.16,93.99,89.75,92.31,92.2,74.96,88.14285714285714
deberta-base,CLS+SUM-NS_AVGL4L,torch.Size([1536]),1,12,0,86.56,89.83,95.17,89.52,91.71,94.6,71.59,88.42571428571429
deberta-base,CLS+MAX-NS_AVGL4L,torch.Size([1536]),1,12,0,83.49,72.42,91.6,87.97,89.07,89.0,71.88,83.63285714285713
deberta-base,DY3_AVGL4L,torch.Size([2304]),1,12,0,86.8,87.52,94.88,89.54,92.09,88.8,68.75,86.91142857142857
deberta-base,DY3-NS_AVGL4L,torch.Size([2304]),1,12,0,86.56,88.79,95.08,68.77,91.54,91.2,67.25,84.17
deberta-base,DY5_AVGL4L,torch.Size([3840]),1,12,0,87.28,89.11,95.42,68.77,91.05,85.8,62.78,82.88714285714285
deberta-base,DY5-NS_AVGL4L,torch.Size([3840]),1,12,0,87.23,89.64,95.48,68.77,50.08,93.2,69.45,79.12142857142858
deberta-base,CLS_SUMALL,torch.Size([768]),1,12,0,73.23,63.76,75.32,73.01,86.55,44.4,66.49,68.96571428571428
deberta-base,AVG_SUMALL,torch.Size([768]),1,12,0,85.89,87.44,95.38,90.9,91.49,93.2,70.32,87.80285714285716
deberta-base,SUM_SUMALL,torch.Size([768]),1,12,0,81.19,85.06,93.38,88.38,90.44,91.0,63.77,84.74571428571429
deberta-base,MAX_SUMALL,torch.Size([768]),1,12,0,78.07,64.48,91.34,89.08,87.42,91.4,65.8,81.08428571428571
deberta-base,AVG-NS_SUMALL,torch.Size([768]),1,12,0,85.51,87.26,95.26,90.42,91.76,94.4,70.03,87.80571428571429
deberta-base,SUM-NS_SUMALL,torch.Size([768]),1,12,0,81.29,85.19,93.33,87.94,90.33,90.0,66.49,84.93857142857142
deberta-base,MAX-NS_SUMALL,torch.Size([768]),1,12,0,78.42,64.37,91.34,89.09,87.37,91.2,65.8,81.08428571428571
deberta-base,CLS+AVG_SUMALL,torch.Size([1536]),1,12,0,86.05,88.34,95.61,89.94,91.6,95.4,68.75,87.95571428571428
deberta-base,CLS+SUM_SUMALL,torch.Size([1536]),1,12,0,81.63,85.22,93.94,88.09,89.68,92.2,67.13,85.41285714285713
deberta-base,CLS+MAX_SUMALL,torch.Size([1536]),1,12,0,78.96,66.36,91.37,89.26,87.53,92.4,64.58,81.49428571428572
deberta-base,CLS+AVG-NS_SUMALL,torch.Size([1536]),1,12,0,85.83,88.79,95.54,90.58,91.6,95.6,68.29,88.03285714285714
deberta-base,CLS+SUM-NS_SUMALL,torch.Size([1536]),1,12,0,82.24,85.25,93.87,88.62,89.57,92.4,67.3,85.60714285714286
deberta-base,CLS+MAX-NS_SUMALL,torch.Size([1536]),1,12,0,78.4,66.36,91.45,89.4,88.03,92.6,64.58,81.5457142857143
deberta-base,DY3_SUMALL,torch.Size([2304]),1,12,0,85.74,88.77,95.44,89.66,89.84,80.0,64.99,84.92
deberta-base,DY3-NS_SUMALL,torch.Size([2304]),1,12,0,85.67,88.61,95.23,68.77,89.73,92.8,68.29,84.15714285714284
deberta-base,DY5_SUMALL,torch.Size([3840]),1,12,0,85.36,87.95,95.44,68.77,89.07,78.0,63.71,81.18571428571428
deberta-base,DY5-NS_SUMALL,torch.Size([3840]),1,12,0,84.43,87.42,95.01,68.77,50.08,92.0,68.17,77.98285714285714
deberta-base,CLS_AVGALL,torch.Size([768]),1,12,0,66.97,63.76,73.42,68.77,78.97,41.6,66.49,65.71142857142857
deberta-base,AVG_AVGALL,torch.Size([768]),1,12,0,83.88,83.87,93.5,90.44,90.88,92.2,73.91,86.9542857142857
deberta-base,SUM_AVGALL,torch.Size([768]),1,12,0,84.78,87.13,94.79,90.58,91.49,94.8,67.25,87.25999999999999
deberta-base,MAX_AVGALL,torch.Size([768]),1,12,0,79.63,67.23,91.44,89.01,87.75,82.8,72.7,81.50857142857144
deberta-base,AVG-NS_AVGALL,torch.Size([768]),1,12,0,84.22,84.32,93.42,90.74,90.99,91.6,75.13,87.20285714285714
deberta-base,SUM-NS_AVGALL,torch.Size([768]),1,12,0,85.09,86.86,94.94,90.82,91.54,94.6,68.41,87.46571428571428
deberta-base,MAX-NS_AVGALL,torch.Size([768]),1,12,0,79.61,67.26,91.27,89.66,87.81,82.8,72.7,81.58714285714287
deberta-base,CLS+AVG_AVGALL,torch.Size([1536]),1,12,0,84.21,84.77,93.65,89.77,90.99,91.2,75.01,87.08571428571429
deberta-base,CLS+SUM_AVGALL,torch.Size([1536]),1,12,0,85.77,87.89,95.68,89.99,90.72,95.6,68.99,87.8057142857143
deberta-base,CLS+MAX_AVGALL,torch.Size([1536]),1,12,0,79.44,70.81,91.63,88.98,88.08,88.2,73.1,82.89142857142858
deberta-base,CLS+AVG-NS_AVGALL,torch.Size([1536]),1,12,0,84.36,84.21,93.68,90.09,91.05,91.6,74.96,87.13571428571429
deberta-base,CLS+SUM-NS_AVGALL,torch.Size([1536]),1,12,0,85.5,86.7,95.69,90.61,90.88,95.6,72.46,88.2057142857143
deberta-base,CLS+MAX-NS_AVGALL,torch.Size([1536]),1,12,0,79.4,70.83,91.63,89.75,88.08,88.2,73.86,83.10714285714286
deberta-base,DY3_AVGALL,torch.Size([2304]),1,12,0,84.34,87.34,94.12,89.97,89.68,83.0,67.71,85.1657142857143
deberta-base,DY3-NS_AVGALL,torch.Size([2304]),1,12,0,83.89,86.78,93.88,68.77,90.33,91.0,66.96,83.08714285714287
deberta-base,DY5_AVGALL,torch.Size([3840]),1,12,0,84.53,87.1,95.2,68.77,90.28,87.6,65.45,82.70428571428572
deberta-base,DY5-NS_AVGALL,torch.Size([3840]),1,12,0,84.78,87.76,95.06,68.77,50.08,93.4,68.99,78.4057142857143
