Modelo;Pooling;out_emb_size;epochs;qtd_layers;nhid;MR;CR;SUBJ;MPQA;SST2;TREC;MRPC;Avg_without_SST5
bert-base;CLS+SUM_AVGALL;torch.Size([1536]);1,00;12,00;0,00;78,27;82,52;93,54;88,92;85,56;92,20;65,45;83,78
bert-base;CLS+MAX_AVGALL;torch.Size([1536]);1,00;12,00;0,00;80,22;81,06;93,65;88,73;86,11;87,80;72,81;84,34
bert-base;CLS+AVG-NS_AVGALL;torch.Size([1536]);1,00;12,00;0,00;80,54;82,60;94,80;89,70;86,22;89,60;74,61;85,44
bert-base;CLS+SUM-NS_AVGALL;torch.Size([1536]);1,00;12,00;0,00;78,64;82,01;93,54;89,01;85,39;92,20;65,91;83,81
bert-base;CLS+MAX-NS_AVGALL;torch.Size([1536]);1,00;12,00;0,00;80,33;80,98;93,80;88,87;86,33;88,00;72,00;84,33
bert-base;DY3_AVGALL;torch.Size([2304]);1,00;12,00;0,00;79,91;83,55;94,65;89,68;82,26;89,80;68,41;84,04
bert-base;DY3-NS_AVGALL;torch.Size([2304]);1,00;12,00;0,00;79,67;83,97;94,48;89,13;82,21;91,40;67,77;84,09
bert-base;DY5_AVGALL;torch.Size([3840]);1,00;12,00;0,00;80,21;84,56;94,91;88,95;82,54;91,40;68,29;84,41
bert-base;DY5-NS_AVGALL;torch.Size([3840]);1,00;12,00;0,00;80,20;84,24;94,88;68,77;50,08;94,00;68,00;77,17
roberta-base;CLS_LYR-7;torch.Size([768]);1,00;12,00;0,00;75,45;63,76;86,11;68,77;85,72;52,00;66,49;71,19
roberta-base;AVG_LYR-7;torch.Size([768]);1,00;12,00;0,00;84,22;86,94;94,17;87,59;90,61;89,40;66,49;85,63
roberta-base;SUM_LYR-7;torch.Size([768]);1,00;12,00;0,00;83,05;84,98;93,25;87,48;90,12;92,00;66,49;85,34
roberta-base;MAX_LYR-7;torch.Size([768]);1,00;12,00;0,00;79,49;73,64;91,90;86,54;87,26;85,60;65,51;81,42
roberta-base;AVG-NS_LYR-7;torch.Size([768]);1,00;12,00;0,00;84,27;87,58;93,98;87,67;90,66;91,00;66,49;85,95
roberta-base;SUM-NS_LYR-7;torch.Size([768]);1,00;12,00;0,00;83,54;85,64;93,72;87,54;90,28;92,40;66,49;85,66
roberta-base;MAX-NS_LYR-7;torch.Size([768]);1,00;12,00;0,00;79,51;74,20;91,51;86,73;87,15;85,80;65,51;81,49
roberta-base;CLS+AVG_LYR-7;torch.Size([1536]);1,00;12,00;0,00;83,65;84,16;93,66;87,40;90,55;88,80;72,46;85,81
roberta-base;CLS+SUM_LYR-7;torch.Size([1536]);1,00;12,00;0,00;83,59;86,09;94,07;87,61;89,79;91,80;67,59;85,79
roberta-base;CLS+MAX_LYR-7;torch.Size([1536]);1,00;12,00;0,00;79,42;74,12;92,15;86,79;88,58;85,80;72,35;82,74
roberta-base;CLS+AVG-NS_LYR-7;torch.Size([1536]);1,00;12,00;0,00;83,89;84,42;93,92;87,38;90,77;90,40;72,58;86,19
roberta-base;CLS+SUM-NS_LYR-7;torch.Size([1536]);1,00;12,00;0,00;83,59;86,99;94,38;87,95;89,73;92,60;67,19;86,06
roberta-base;CLS+MAX-NS_LYR-7;torch.Size([1536]);1,00;12,00;0,00;79,62;73,70;91,93;86,86;88,25;85,60;71,83;82,54
roberta-base;DY3_LYR-7;torch.Size([2304]);1,00;12,00;0,00;84,88;87,26;94,50;88,85;89,29;90,00;69,04;86,26
roberta-base;DY3-NS_LYR-7;torch.Size([2304]);1,00;12,00;0,00;84,93;88,11;94,59;88,65;89,68;91,40;66,72;86,30
roberta-base;DY5_LYR-7;torch.Size([3840]);1,00;12,00;0,00;85,19;88,63;94,18;88,30;89,24;89,20;64,81;85,65
roberta-base;DY5-NS_LYR-7;torch.Size([3840]);1,00;12,00;0,00;84,73;89,43;94,35;68,77;88,74;92,40;64,12;83,22
roberta-base;CLS_LYR-8;torch.Size([768]);1,00;12,00;0,00;71,42;63,76;81,64;68,77;81,16;45,00;66,49;68,32
roberta-base;AVG_LYR-8;torch.Size([768]);1,00;12,00;0,00;83,97;87,39;93,82;87,44;90,72;90,80;66,49;85,80
roberta-base;SUM_LYR-8;torch.Size([768]);1,00;12,00;0,00;83,66;87,26;94,31;87,24;90,77;92,80;63,54;85,65
roberta-base;MAX_LYR-8;torch.Size([768]);1,00;12,00;0,00;80,47;73,85;92,01;86,81;86,82;82,80;65,45;81,17
roberta-base;AVG-NS_LYR-8;torch.Size([768]);1,00;12,00;0,00;84,07;87,39;93,89;87,47;90,77;91,80;66,49;85,98
roberta-base;SUM-NS_LYR-8;torch.Size([768]);1,00;12,00;0,00;83,57;87,58;94,33;87,21;90,28;93,00;66,49;86,07
roberta-base;MAX-NS_LYR-8;torch.Size([768]);1,00;12,00;0,00;79,91;73,99;91,86;86,64;86,99;82,20;65,45;81,01
roberta-base;CLS+AVG_LYR-8;torch.Size([1536]);1,00;12,00;0,00;84,28;82,89;93,66;87,12;90,61;90,20;72,64;85,91
roberta-base;CLS+SUM_LYR-8;torch.Size([1536]);1,00;12,00;0,00;83,74;86,20;93,52;87,70;90,44;91,40;66,78;85,68
roberta-base;CLS+MAX_LYR-8;torch.Size([1536]);1,00;12,00;0,00;81,15;72,63;92,12;86,65;86,99;84,60;70,20;82,05
roberta-base;CLS+AVG-NS_LYR-8;torch.Size([1536]);1,00;12,00;0,00;84,67;83,29;93,70;87,44;90,77;87,60;72,35;85,69
roberta-base;CLS+SUM-NS_LYR-8;torch.Size([1536]);1,00;12,00;0,00;83,55;87,23;93,54;87,38;90,28;91,80;67,94;85,96
roberta-base;CLS+MAX-NS_LYR-8;torch.Size([1536]);1,00;12,00;0,00;80,90;74,20;92,26;86,78;86,93;85,20;71,59;82,55
roberta-base;DY3_LYR-8;torch.Size([2304]);1,00;12,00;0,00;84,61;88,13;94,70;88,62;90,06;89,60;67,30;86,15
roberta-base;DY3-NS_LYR-8;torch.Size([2304]);1,00;12,00;0,00;84,98;88,29;94,62;88,59;89,84;91,20;66,84;86,34
roberta-base;DY5_LYR-8;torch.Size([3840]);1,00;12,00;0,00;85,56;89,30;94,58;88,05;89,40;90,60;68,52;86,57
roberta-base;DY5-NS_LYR-8;torch.Size([3840]);1,00;12,00;0,00;85,46;89,38;94,60;68,77;89,57;92,40;65,91;83,73
roberta-base;CLS_LYR-9;torch.Size([768]);1,00;12,00;0,00;74,58;63,76;82,98;68,77;81,11;33,00;66,49;67,24
roberta-base;AVG_LYR-9;torch.Size([768]);1,00;12,00;0,00;84,10;86,52;93,69;86,99;90,50;88,00;66,49;85,18
roberta-base;SUM_LYR-9;torch.Size([768]);1,00;12,00;0,00;82,87;86,62;93,77;86,83;90,83;91,80;64,17;85,27
roberta-base;MAX_LYR-9;torch.Size([768]);1,00;12,00;0,00;79,66;72,34;91,49;85,82;86,33;82,60;66,49;80,68
roberta-base;AVG-NS_LYR-9;torch.Size([768]);1,00;12,00;0,00;83,62;86,97;93,70;87,27;90,72;88,20;66,49;85,28
roberta-base;SUM-NS_LYR-9;torch.Size([768]);1,00;12,00;0,00;82,91;86,62;93,81;87,02;90,88;91,20;66,49;85,56
roberta-base;MAX-NS_LYR-9;torch.Size([768]);1,00;12,00;0,00;78,95;70,73;91,22;85,99;86,27;85,00;66,49;80,66
roberta-base;CLS+AVG_LYR-9;torch.Size([1536]);1,00;12,00;0,00;83,47;83,15;93,73;87,47;90,44;86,00;73,16;85,35
roberta-base;CLS+SUM_LYR-9;torch.Size([1536]);1,00;12,00;0,00;82,56;86,54;93,81;86,93;90,44;92,20;66,55;85,58
roberta-base;CLS+MAX_LYR-9;torch.Size([1536]);1,00;12,00;0,00;78,98;68,48;91,68;85,96;87,15;84,40;70,72;81,05
roberta-base;CLS+AVG-NS_LYR-9;torch.Size([1536]);1,00;12,00;0,00;83,40;82,70;93,49;87,38;90,61;83,40;71,77;84,68
roberta-base;CLS+SUM-NS_LYR-9;torch.Size([1536]);1,00;12,00;0,00;82,70;86,25;93,47;86,68;90,50;90,80;66,03;85,20
roberta-base;CLS+MAX-NS_LYR-9;torch.Size([1536]);1,00;12,00;0,00;79,20;69,72;91,51;85,93;87,15;84,60;66,78;80,70
roberta-base;DY3_LYR-9;torch.Size([2304]);1,00;12,00;0,00;84,62;88,05;94,61;88,36;89,51;90,00;68,70;86,26
roberta-base;DY3-NS_LYR-9;torch.Size([2304]);1,00;12,00;0,00;84,65;87,74;94,74;87,94;89,79;91,60;67,36;86,26
roberta-base;DY5_LYR-9;torch.Size([3840]);1,00;12,00;0,00;84,92;88,26;94,98;87,58;89,79;89,80;68,58;86,27
roberta-base;DY5-NS_LYR-9;torch.Size([3840]);1,00;12,00;0,00;84,89;88,08;94,86;68,77;89,29;93,00;67,94;83,83
roberta-base;CLS_LYR-10;torch.Size([768]);1,00;12,00;0,00;76,08;63,76;85,89;68,77;80,83;38,00;66,49;68,55
roberta-base;AVG_LYR-10;torch.Size([768]);1,00;12,00;0,00;83,63;86,38;93,66;87,03;90,50;89,20;66,49;85,27
roberta-base;SUM_LYR-10;torch.Size([768]);1,00;12,00;0,00;83,07;86,54;94,01;86,46;90,28;92,40;66,43;85,60
roberta-base;MAX_LYR-10;torch.Size([768]);1,00;12,00;0,00;79,18;70,89;91,40;86,08;87,04;84,20;66,49;80,75
roberta-base;AVG-NS_LYR-10;torch.Size([768]);1,00;12,00;0,00;83,26;86,38;93,78;87,08;90,50;89,20;66,49;85,24
roberta-base;SUM-NS_LYR-10;torch.Size([768]);1,00;12,00;0,00;83,07;86,54;94,26;86,59;89,62;90,80;63,01;84,84
roberta-base;MAX-NS_LYR-10;torch.Size([768]);1,00;12,00;0,00;79,44;70,73;91,72;86,34;87,70;84,20;66,49;80,95
roberta-base;CLS+AVG_LYR-10;torch.Size([1536]);1,00;12,00;0,00;82,40;82,01;93,47;86,52;90,06;88,40;75,07;85,42
roberta-base;CLS+SUM_LYR-10;torch.Size([1536]);1,00;12,00;0,00;83,13;86,55;93,73;86,99;89,51;92,20;67,25;85,62
roberta-base;CLS+MAX_LYR-10;torch.Size([1536]);1,00;12,00;0,00;79,87;69,96;92,12;85,94;87,92;83,80;71,36;81,57
roberta-base;CLS+AVG-NS_LYR-10;torch.Size([1536]);1,00;12,00;0,00;82,75;82,73;93,64;87,59;90,44;89,60;75,07;85,97
roberta-base;CLS+SUM-NS_LYR-10;torch.Size([1536]);1,00;12,00;0,00;83,55;86,23;93,52;87,09;89,35;93,20;66,96;85,70
roberta-base;CLS+MAX-NS_LYR-10;torch.Size([1536]);1,00;12,00;0,00;79,90;69,72;91,91;86,22;87,70;84,40;70,61;81,49
roberta-base;DY3_LYR-10;torch.Size([2304]);1,00;12,00;0,00;83,94;87,23;94,62;88,26;89,18;90,60;68,75;86,08
roberta-base;DY3-NS_LYR-10;torch.Size([2304]);1,00;12,00;0,00;83,69;88,21;94,42;87,77;89,02;91,00;66,67;85,83
roberta-base;DY5_LYR-10;torch.Size([3840]);1,00;12,00;0,00;84,55;88,29;95,27;87,47;89,35;89,00;68,12;86,01
roberta-base;DY5-NS_LYR-10;torch.Size([3840]);1,00;12,00;0,00;83,95;87,44;94,63;68,77;88,03;92,80;66,20;83,12
roberta-base;CLS_LYR-11;torch.Size([768]);1,00;12,00;0,00;77,53;63,76;85,77;68,77;83,09;47,00;66,49;70,34
roberta-base;AVG_LYR-11;torch.Size([768]);1,00;12,00;0,00;82,52;84,42;93,55;86,17;89,51;87,80;66,49;84,35
roberta-base;SUM_LYR-11;torch.Size([768]);1,00;12,00;0,00;82,18;86,20;93,31;86,06;88,74;91,20;66,72;84,92
roberta-base;MAX_LYR-11;torch.Size([768]);1,00;12,00;0,00;77,65;70,12;92,04;84,80;85,34;82,00;66,49;79,78
roberta-base;AVG-NS_LYR-11;torch.Size([768]);1,00;12,00;0,00;82,65;85,27;93,75;86,11;89,68;86,60;63,71;83,97
roberta-base;SUM-NS_LYR-11;torch.Size([768]);1,00;12,00;0,00;82,07;86,68;93,50;85,86;89,40;92,80;62,78;84,73
roberta-base;MAX-NS_LYR-11;torch.Size([768]);1,00;12,00;0,00;77,80;70,86;92,44;84,91;85,01;82,40;66,49;79,99
roberta-base;CLS+AVG_LYR-11;torch.Size([1536]);1,00;12,00;0,00;82,58;80,66;93,87;86,40;89,95;83,20;73,62;84,33
roberta-base;CLS+SUM_LYR-11;torch.Size([1536]);1,00;12,00;0,00;82,13;85,85;93,72;86,09;89,46;92,40;65,91;85,08
roberta-base;CLS+MAX_LYR-11;torch.Size([1536]);1,00;12,00;0,00;78,88;71,81;92,42;85,04;86,38;82,00;72,00;81,22
roberta-base;CLS+AVG-NS_LYR-11;torch.Size([1536]);1,00;12,00;0,00;82,84;80,87;93,80;86,44;89,73;88,20;74,14;85,15
roberta-base;CLS+SUM-NS_LYR-11;torch.Size([1536]);1,00;12,00;0,00;81,93;85,48;93,87;85,80;89,84;92,20;67,25;85,20
roberta-base;CLS+MAX-NS_LYR-11;torch.Size([1536]);1,00;12,00;0,00;78,61;70,83;92,46;85,21;86,16;82,40;70,26;80,85
roberta-base;DY3_LYR-11;torch.Size([2304]);1,00;12,00;0,00;84,05;86,92;94,81;87,80;88,30;90,60;68,23;85,82
roberta-base;DY3-NS_LYR-11;torch.Size([2304]);1,00;12,00;0,00;83,83;86,33;94,87;87,31;87,64;90,80;68,81;85,66
roberta-base;DY5_LYR-11;torch.Size([3840]);1,00;12,00;0,00;83,90;86,57;95,21;86,95;87,75;89,20;68,93;85,50
roberta-base;DY5-NS_LYR-11;torch.Size([3840]);1,00;12,00;0,00;83,73;86,67;94,96;68,77;87,86;91,00;67,36;82,91
roberta-base;CLS_LYR-12;torch.Size([768]);1,00;12,00;0,00;77,47;63,76;91,50;68,77;84,62;50,20;66,49;71,83
roberta-base;AVG_LYR-12;torch.Size([768]);1,00;12,00;0,00;80,91;79,10;93,18;83,66;87,81;78,80;66,49;81,42
roberta-base;SUM_LYR-12;torch.Size([768]);1,00;12,00;0,00;82,51;85,46;94,70;84,73;89,46;91,00;66,49;84,91
roberta-base;MAX_LYR-12;torch.Size([768]);1,00;12,00;0,00;75,74;63,81;91,43;80,67;82,87;78,80;68,99;77,47
roberta-base;AVG-NS_LYR-12;torch.Size([768]);1,00;12,00;0,00;80,89;77,38;93,29;84,47;88,41;80,00;66,49;81,56
roberta-base;SUM-NS_LYR-12;torch.Size([768]);1,00;12,00;0,00;82,43;84,77;94,61;84,75;89,18;91,20;66,49;84,78
roberta-base;MAX-NS_LYR-12;torch.Size([768]);1,00;12,00;0,00;75,76;63,87;91,47;82,04;82,87;78,80;68,99;77,69
roberta-base;CLS+AVG_LYR-12;torch.Size([1536]);1,00;12,00;0,00;81,49;77,54;93,12;83,80;87,86;80,60;74,26;82,67
roberta-base;CLS+SUM_LYR-12;torch.Size([1536]);1,00;12,00;0,00;82,44;85,38;94,19;85,10;88,80;93,20;67,94;85,29
roberta-base;CLS+MAX_LYR-12;torch.Size([1536]);1,00;12,00;0,00;77,21;63,79;92,30;83,57;85,34;75,40;72,41;78,57
roberta-base;CLS+AVG-NS_LYR-12;torch.Size([1536]);1,00;12,00;0,00;81,33;76,95;93,06;84,58;87,70;80,60;74,32;82,65
roberta-base;CLS+SUM-NS_LYR-12;torch.Size([1536]);1,00;12,00;0,00;82,70;86,01;94,14;85,36;89,07;93,20;67,83;85,47
roberta-base;CLS+MAX-NS_LYR-12;torch.Size([1536]);1,00;12,00;0,00;77,80;63,79;92,30;83,66;84,51;75,60;72,46;78,59
roberta-base;DY3_LYR-12;torch.Size([2304]);1,00;12,00;0,00;82,35;81,72;93,99;85,52;87,04;87,20;69,04;83,84
roberta-base;DY3-NS_LYR-12;torch.Size([2304]);1,00;12,00;0,00;82,26;82,91;93,97;85,34;86,71;88,40;68,75;84,05
roberta-base;DY5_LYR-12;torch.Size([3840]);1,00;12,00;0,00;82,66;83,55;94,17;85,81;86,11;86,20;68,29;83,83
roberta-base;DY5-NS_LYR-12;torch.Size([3840]);1,00;12,00;0,00;82,95;83,74;94,26;68,77;87,15;91,00;70,03;82,56
roberta-base;CLS_SUML4L;torch.Size([768]);1,00;12,00;0,00;77,82;63,76;91,07;68,77;84,84;42,80;66,49;70,79
roberta-base;AVG_SUML4L;torch.Size([768]);1,00;12,00;0,00;84,21;88,19;94,10;87,14;90,06;93,20;62,61;85,64
roberta-base;SUM_SUML4L;torch.Size([768]);1,00;12,00;0,00;79,85;83,76;93,03;85,66;89,40;88,20;66,09;83,71
roberta-base;MAX_SUML4L;torch.Size([768]);1,00;12,00;0,00;78,51;70,38;92,15;85,33;86,38;87,40;66,49;80,95
roberta-base;AVG-NS_SUML4L;torch.Size([768]);1,00;12,00;0,00;84,27;88,05;94,15;87,06;90,12;92,00;66,49;86,02
roberta-base;SUM-NS_SUML4L;torch.Size([768]);1,00;12,00;0,00;79,94;85,83;93,02;85,61;89,35;91,00;66,49;84,46
roberta-base;MAX-NS_SUML4L;torch.Size([768]);1,00;12,00;0,00;78,57;71,89;92,07;85,55;86,33;87,80;66,49;81,24
roberta-base;CLS+AVG_SUML4L;torch.Size([1536]);1,00;12,00;0,00;83,88;86,81;94,05;87,09;89,79;92,20;69,74;86,22
roberta-base;CLS+SUM_SUML4L;torch.Size([1536]);1,00;12,00;0,00;80,74;86,04;92,95;86,20;89,02;90,60;65,28;84,40
roberta-base;CLS+MAX_SUML4L;torch.Size([1536]);1,00;12,00;0,00;79,70;76,58;92,99;86,42;86,49;88,00;65,62;82,26
roberta-base;CLS+AVG-NS_SUML4L;torch.Size([1536]);1,00;12,00;0,00;84,23;86,09;94,18;87,19;90,50;92,40;70,43;86,43
roberta-base;CLS+SUM-NS_SUML4L;torch.Size([1536]);1,00;12,00;0,00;80,80;84,69;92,96;86,07;89,29;90,40;66,49;84,39
roberta-base;CLS+MAX-NS_SUML4L;torch.Size([1536]);1,00;12,00;0,00;79,46;74,51;93,03;86,15;86,38;88,20;66,61;82,05
roberta-base;DY3_SUML4L;torch.Size([2304]);1,00;12,00;0,00;84,96;88,45;95,23;88,28;89,40;91,00;67,59;86,42
roberta-base;DY3-NS_SUML4L;torch.Size([2304]);1,00;12,00;0,00;84,66;88,61;95,55;87,35;89,29;91,00;66,49;86,14
roberta-base;DY5_SUML4L;torch.Size([3840]);1,00;12,00;0,00;84,86;88,16;95,53;87,41;88,58;90,80;65,04;85,77
roberta-base;DY5-NS_SUML4L;torch.Size([3840]);1,00;12,00;0,00;84,71;88,34;95,38;68,77;88,08;93,60;64,17;83,29
roberta-base;CLS_AVGL4L;torch.Size([768]);1,00;12,00;0,00;77,74;63,76;89,96;68,77;83,53;38,80;66,49;69,86
roberta-base;AVG_AVGL4L;torch.Size([768]);1,00;12,00;0,00;83,10;85,14;93,67;86,39;90,39;85,00;66,49;84,31
roberta-base;SUM_AVGL4L;torch.Size([768]);1,00;12,00;0,00;83,09;87,21;93,98;86,44;90,28;93,20;65,80;85,71
roberta-base;MAX_AVGL4L;torch.Size([768]);1,00;12,00;0,00;78,98;70,09;92,02;85,96;86,11;83,80;66,49;80,49
roberta-base;AVG-NS_AVGL4L;torch.Size([768]);1,00;12,00;0,00;83,26;85,70;93,44;86,69;90,33;90,20;66,49;85,16
roberta-base;SUM-NS_AVGL4L;torch.Size([768]);1,00;12,00;0,00;83,40;87,05;94,04;86,46;90,39;92,60;66,49;85,78
roberta-base;MAX-NS_AVGL4L;torch.Size([768]);1,00;12,00;0,00;79,17;70,09;92,25;85,69;85,83;83,80;66,49;80,47
roberta-base;CLS+AVG_AVGL4L;torch.Size([1536]);1,00;12,00;0,00;82,85;78,91;93,89;86,85;90,17;89,80;74,67;85,31
roberta-base;CLS+SUM_AVGL4L;torch.Size([1536]);1,00;12,00;0,00;83,86;86,91;93,31;86,91;90,23;92,00;66,32;85,65
roberta-base;CLS+MAX_AVGL4L;torch.Size([1536]);1,00;12,00;0,00;78,82;68,24;92,48;86,11;86,11;80,60;72,81;80,74
roberta-base;CLS+AVG-NS_AVGL4L;torch.Size([1536]);1,00;12,00;0,00;82,64;82,75;93,89;87,01;90,12;88,40;75,19;85,71
roberta-base;CLS+SUM-NS_AVGL4L;torch.Size([1536]);1,00;12,00;0,00;83,41;87,26;93,09;86,82;90,12;91,80;66,20;85,53
roberta-base;CLS+MAX-NS_AVGL4L;torch.Size([1536]);1,00;12,00;0,00;79,32;69,67;92,42;86,37;85,72;84,80;72,06;81,48
roberta-base;DY3_AVGL4L;torch.Size([2304]);1,00;12,00;0,00;83,94;87,05;94,56;88,02;89,13;88,40;68,64;85,68
roberta-base;DY3-NS_AVGL4L;torch.Size([2304]);1,00;12,00;0,00;83,75;86,07;94,61;87,15;89,40;90,20;67,59;85,54
roberta-base;DY5_AVGL4L;torch.Size([3840]);1,00;12,00;0,00;84,66;87,26;95,06;87,41;88,58;89,00;65,28;85,32
roberta-base;DY5-NS_AVGL4L;torch.Size([3840]);1,00;12,00;0,00;84,22;88,37;94,78;68,77;88,41;91,20;66,61;83,19
roberta-base;CLS_SUMALL;torch.Size([768]);1,00;12,00;0,00;75,53;63,76;88,77;68,77;85,17;39,00;66,49;69,64
roberta-base;AVG_SUMALL;torch.Size([768]);1,00;12,00;0,00;83,46;87,76;94,71;87,90;90,23;90,40;62,78;85,32
roberta-base;SUM_SUMALL;torch.Size([768]);1,00;12,00;0,00;78,20;83,34;92,81;85,46;89,35;88,00;62,43;82,80
roberta-base;MAX_SUMALL;torch.Size([768]);1,00;12,00;0,00;74,49;64,63;90,16;85,24;86,44;86,00;64,99;78,85
roberta-base;AVG-NS_SUMALL;torch.Size([768]);1,00;12,00;0,00;83,57;87,39;94,45;88,11;90,50;90,60;66,49;85,87
roberta-base;SUM-NS_SUMALL;torch.Size([768]);1,00;12,00;0,00;78,34;83,13;92,60;85,52;89,51;88,40;66,43;83,42
roberta-base;MAX-NS_SUMALL;torch.Size([768]);1,00;12,00;0,00;74,84;64,32;90,26;85,79;86,11;86,40;64,87;78,94
roberta-base;CLS+AVG_SUMALL;torch.Size([1536]);1,00;12,00;0,00;83,34;85,99;94,46;87,99;90,88;90,00;68,29;85,85
roberta-base;CLS+SUM_SUMALL;torch.Size([1536]);1,00;12,00;0,00;79,07;85,56;92,89;85,71;89,95;87,20;67,13;83,93
roberta-base;CLS+MAX_SUMALL;torch.Size([1536]);1,00;12,00;0,00;77,74;71,21;90,95;85,95;87,48;89,60;63,30;80,89
roberta-base;CLS+AVG-NS_SUMALL;torch.Size([1536]);1,00;12,00;0,00;83,19;86,65;94,51;87,65;90,23;89,80;67,65;85,67
roberta-base;CLS+SUM-NS_SUMALL;torch.Size([1536]);1,00;12,00;0,00;79,37;83,26;93,19;86,07;87,75;87,80;65,39;83,26
roberta-base;CLS+MAX-NS_SUMALL;torch.Size([1536]);1,00;12,00;0,00;78,02;69,25;91,30;86,11;87,10;88,20;66,49;80,92
roberta-base;DY3_SUMALL;torch.Size([2304]);1,00;12,00;0,00;83,85;87,76;95,05;89,07;89,57;91,00;66,49;86,11
roberta-base;DY3-NS_SUMALL;torch.Size([2304]);1,00;12,00;0,00;84,22;87,95;95,16;88,15;89,62;90,60;65,10;85,83
roberta-base;DY5_SUMALL;torch.Size([3840]);1,00;12,00;0,00;83,65;86,33;94,35;87,13;88,58;87,80;65,28;84,73
roberta-base;DY5-NS_SUMALL;torch.Size([3840]);1,00;12,00;0,00;83,32;86,49;94,97;68,77;87,37;88,80;65,33;82,15
roberta-base;CLS_AVGALL;torch.Size([768]);1,00;12,00;0,00;72,33;63,76;84,74;68,77;81,60;34,80;66,49;67,50
roberta-base;AVG_AVGALL;torch.Size([768]);1,00;12,00;0,00;82,68;84,53;93,40;87,76;89,51;91,00;66,49;85,05
roberta-base;SUM_AVGALL;torch.Size([768]);1,00;12,00;0,00;82,48;85,80;93,89;87,56;89,90;91,20;66,49;85,33
roberta-base;MAX_AVGALL;torch.Size([768]);1,00;12,00;0,00;77,84;66,39;91,55;85,98;86,99;76,80;65,28;78,69
roberta-base;AVG-NS_AVGALL;torch.Size([768]);1,00;12,00;0,00;82,74;83,76;93,37;87,84;89,51;91,00;66,49;84,96
roberta-base;SUM-NS_AVGALL;torch.Size([768]);1,00;12,00;0,00;82,19;85,77;93,80;87,74;89,90;92,00;66,38;85,40
roberta-base;MAX-NS_AVGALL;torch.Size([768]);1,00;12,00;0,00;77,89;69,59;91,55;86,16;86,55;76,80;65,39;79,13
roberta-base;CLS+AVG_AVGALL;torch.Size([1536]);1,00;12,00;0,00;82,72;77,93;93,56;87,64;89,79;88,20;71,83;84,52
roberta-base;CLS+SUM_AVGALL;torch.Size([1536]);1,00;12,00;0,00;82,91;85,03;93,74;87,56;89,79;90,40;67,77;85,31
roberta-base;CLS+MAX_AVGALL;torch.Size([1536]);1,00;12,00;0,00;78,31;63,87;91,44;86,15;85,45;78,20;72,12;79,36
roberta-base;CLS+AVG-NS_AVGALL;torch.Size([1536]);1,00;12,00;0,00;82,67;78,76;93,50;87,80;89,84;88,60;72,99;84,88
roberta-base;CLS+SUM-NS_AVGALL;torch.Size([1536]);1,00;12,00;0,00;83,38;85,22;93,89;87,53;89,79;91,40;67,59;85,54
