Modelo;Pooling;out_emb_size;epochs;qtd_layers;nhid;MR;CR;SUBJ;MPQA;SST2;TREC;MRPC;Avg_without_SST5
roberta-base;CLS+MAX-NS_AVGALL;torch.Size([1536]);1,00;12,00;0,00;78,12;63,92;91,68;86,09;86,99;77,00;73,39;79,60
roberta-base;DY3_AVGALL;torch.Size([2304]);1,00;12,00;0,00;83,81;84,24;94,52;88,69;89,62;89,40;68,23;85,50
roberta-base;DY3-NS_AVGALL;torch.Size([2304]);1,00;12,00;0,00;83,34;85,69;94,13;88,51;89,02;89,40;67,48;85,37
roberta-base;DY5_AVGALL;torch.Size([3840]);1,00;12,00;0,00;83,87;86,07;94,49;88,34;88,58;88,60;65,74;85,10
roberta-base;DY5-NS_AVGALL;torch.Size([3840]);1,00;12,00;0,00;83,36;85,91;94,46;68,77;87,70;90,40;61,16;81,68
deberta-base;CLS_LYR-7;torch.Size([768]);1,00;12,00;0,00;53,06;63,76;55,80;68,77;49,92;18,80;66,49;53,80
deberta-base;AVG_LYR-7;torch.Size([768]);1,00;12,00;0,00;82,99;82,73;94,00;90,25;90,77;92,60;75,48;86,97
deberta-base;SUM_LYR-7;torch.Size([768]);1,00;12,00;0,00;83,20;87,52;94,46;90,08;90,99;94,80;68,93;87,14
deberta-base;MAX_LYR-7;torch.Size([768]);1,00;12,00;0,00;80,84;79,18;91,94;89,38;87,75;89,60;74,32;84,72
deberta-base;AVG-NS_LYR-7;torch.Size([768]);1,00;12,00;0,00;83,35;83,05;94,18;90,34;90,88;93,60;75,48;87,27
deberta-base;SUM-NS_LYR-7;torch.Size([768]);1,00;12,00;0,00;83,30;87,47;94,52;90,54;90,94;94,60;66,61;86,85
deberta-base;MAX-NS_LYR-7;torch.Size([768]);1,00;12,00;0,00;80,89;79,18;91,94;89,79;87,64;89,60;74,32;84,77
deberta-base;CLS+AVG_LYR-7;torch.Size([1536]);1,00;12,00;0,00;83,47;85,99;94,15;89,89;90,72;93,60;75,83;87,66
deberta-base;CLS+SUM_LYR-7;torch.Size([1536]);1,00;12,00;0,00;82,87;88,48;94,66;90,20;90,12;96,00;71,59;87,70
deberta-base;CLS+MAX_LYR-7;torch.Size([1536]);1,00;12,00;0,00;80,27;77,78;92,08;89,13;87,10;92,00;71,59;84,28
deberta-base;CLS+AVG-NS_LYR-7;torch.Size([1536]);1,00;12,00;0,00;83,42;86,62;94,09;90,44;90,94;94,00;76,06;87,94
deberta-base;CLS+SUM-NS_LYR-7;torch.Size([1536]);1,00;12,00;0,00;83,69;87,10;94,65;90,21;90,06;96,00;71,77;87,64
deberta-base;CLS+MAX-NS_LYR-7;torch.Size([1536]);1,00;12,00;0,00;80,44;77,78;92,08;89,19;87,10;92,00;71,59;84,31
deberta-base;DY3_LYR-7;torch.Size([2304]);1,00;12,00;0,00;84,49;87,95;94,68;90,31;89,40;89,40;68,46;86,38
deberta-base;DY3-NS_LYR-7;torch.Size([2304]);1,00;12,00;0,00;84,35;88,90;94,99;68,77;89,57;94,00;67,65;84,03
deberta-base;DY5_LYR-7;torch.Size([3840]);1,00;12,00;0,00;84,32;88,80;95,13;68,77;88,96;84,60;63,07;81,95
deberta-base;DY5-NS_LYR-7;torch.Size([3840]);1,00;12,00;0,00;83,79;89,38;95,59;68,77;50,08;94,20;70,03;78,83
deberta-base;CLS_LYR-8;torch.Size([768]);1,00;12,00;0,00;54,81;63,76;58,97;68,77;49,92;18,80;66,49;54,50
deberta-base;AVG_LYR-8;torch.Size([768]);1,00;12,00;0,00;85,02;87,50;94,66;89,66;91,54;93,60;75,94;88,27
deberta-base;SUM_LYR-8;torch.Size([768]);1,00;12,00;0,00;84,47;87,79;94,44;89,67;91,65;95,20;68,46;87,38
deberta-base;MAX_LYR-8;torch.Size([768]);1,00;12,00;0,00;82,35;79,68;92,74;89,03;89,07;89,80;72,06;84,96
deberta-base;AVG-NS_LYR-8;torch.Size([768]);1,00;12,00;0,00;85,08;87,42;94,62;90,21;91,43;94,00;76,12;88,41
deberta-base;SUM-NS_LYR-8;torch.Size([768]);1,00;12,00;0,00;84,20;88,37;94,45;89,74;91,60;95,20;68,12;87,38
deberta-base;MAX-NS_LYR-8;torch.Size([768]);1,00;12,00;0,00;82,36;79,71;92,74;89,45;89,02;89,20;72,06;84,93
deberta-base;CLS+AVG_LYR-8;torch.Size([1536]);1,00;12,00;0,00;85,28;86,81;94,65;89,60;91,65;93,80;75,48;88,18
deberta-base;CLS+SUM_LYR-8;torch.Size([1536]);1,00;12,00;0,00;85,65;89,40;95,01;89,56;91,60;96,00;70,55;88,25
deberta-base;CLS+MAX_LYR-8;torch.Size([1536]);1,00;12,00;0,00;82,62;77,94;92,24;88,42;88,80;92,40;72,46;84,98
deberta-base;CLS+AVG-NS_LYR-8;torch.Size([1536]);1,00;12,00;0,00;85,20;88,24;94,58;90,29;91,60;94,60;75,65;88,59
deberta-base;CLS+SUM-NS_LYR-8;torch.Size([1536]);1,00;12,00;0,00;85,23;89,19;94,99;89,61;91,65;96,00;70,32;88,14
deberta-base;CLS+MAX-NS_LYR-8;torch.Size([1536]);1,00;12,00;0,00;82,65;77,91;92,24;88,87;88,69;90,80;72,46;84,80
deberta-base;DY3_LYR-8;torch.Size([2304]);1,00;12,00;0,00;84,52;88,82;94,92;90,14;90,77;91,80;68,93;87,13
deberta-base;DY3-NS_LYR-8;torch.Size([2304]);1,00;12,00;0,00;85,88;88,90;94,92;68,77;91,16;93,80;66,67;84,30
deberta-base;DY5_LYR-8;torch.Size([3840]);1,00;12,00;0,00;86,00;89,93;95,15;68,77;90,50;87,20;63,42;83,00
deberta-base;DY5-NS_LYR-8;torch.Size([3840]);1,00;12,00;0,00;85,45;89,80;95,42;68,77;50,08;94,60;70,32;79,21
deberta-base;CLS_LYR-9;torch.Size([768]);1,00;12,00;0,00;78,06;63,76;87,83;68,77;80,34;18,80;66,49;66,29
deberta-base;AVG_LYR-9;torch.Size([768]);1,00;12,00;0,00;85,72;88,56;93,98;89,87;91,76;92,20;74,72;88,12
deberta-base;SUM_LYR-9;torch.Size([768]);1,00;12,00;0,00;85,67;88,85;94,66;89,25;91,38;96,00;66,32;87,45
deberta-base;MAX_LYR-9;torch.Size([768]);1,00;12,00;0,00;83,13;79,26;92,27;88,83;89,07;91,40;73,04;85,29
deberta-base;AVG-NS_LYR-9;torch.Size([768]);1,00;12,00;0,00;85,89;88,42;94,19;90,09;91,71;93,20;75,07;88,37
deberta-base;SUM-NS_LYR-9;torch.Size([768]);1,00;12,00;0,00;85,86;89,22;94,13;89,15;91,43;96,00;66,61;87,49
deberta-base;MAX-NS_LYR-9;torch.Size([768]);1,00;12,00;0,00;82,78;78,04;92,36;89,20;89,07;91,40;73,10;85,14
deberta-base;CLS+AVG_LYR-9;torch.Size([1536]);1,00;12,00;0,00;85,97;88,88;94,34;89,59;91,76;92,00;76,00;88,36
deberta-base;CLS+SUM_LYR-9;torch.Size([1536]);1,00;12,00;0,00;86,32;90,54;94,45;89,51;91,87;96,40;68,00;88,16
deberta-base;CLS+MAX_LYR-9;torch.Size([1536]);1,00;12,00;0,00;82,97;78,78;92,22;88,62;89,29;91,60;72,52;85,14
deberta-base;CLS+AVG-NS_LYR-9;torch.Size([1536]);1,00;12,00;0,00;85,98;89,22;94,45;90,20;91,82;93,40;74,55;88,52
deberta-base;CLS+SUM-NS_LYR-9;torch.Size([1536]);1,00;12,00;0,00;86,25;90,46;94,45;89,74;91,87;96,40;68,29;88,21
deberta-base;CLS+MAX-NS_LYR-9;torch.Size([1536]);1,00;12,00;0,00;82,96;78,81;92,22;88,99;89,24;91,60;72,75;85,22
deberta-base;DY3_LYR-9;torch.Size([2304]);1,00;12,00;0,00;86,99;89,80;95,12;89,66;91,43;91,20;68,12;87,47
deberta-base;DY3-NS_LYR-9;torch.Size([2304]);1,00;12,00;0,00;86,10;89,99;95,04;68,77;91,43;91,80;68,00;84,45
deberta-base;DY5_LYR-9;torch.Size([3840]);1,00;12,00;0,00;86,96;89,91;95,64;68,77;90,77;84,80;65,74;83,23
deberta-base;DY5-NS_LYR-9;torch.Size([3840]);1,00;12,00;0,00;86,79;90,81;95,83;68,77;50,08;94,20;69,39;79,41
deberta-base;CLS_LYR-10;torch.Size([768]);1,00;12,00;0,00;67,00;63,76;67,90;68,77;49,92;19,00;66,49;57,55
deberta-base;AVG_LYR-10;torch.Size([768]);1,00;12,00;0,00;86,81;89,09;94,15;89,02;92,42;90,00;74,84;88,05
deberta-base;SUM_LYR-10;torch.Size([768]);1,00;12,00;0,00;85,87;89,40;94,27;89,45;92,37;94,80;66,49;87,52
deberta-base;MAX_LYR-10;torch.Size([768]);1,00;12,00;0,00;83,91;81,86;92,24;89,10;90,33;87,00;71,30;85,11
deberta-base;AVG-NS_LYR-10;torch.Size([768]);1,00;12,00;0,00;86,80;89,11;94,42;89,77;92,42;90,20;75,13;88,26
deberta-base;SUM-NS_LYR-10;torch.Size([768]);1,00;12,00;0,00;85,75;89,14;94,35;89,63;92,31;94,80;67,83;87,69
deberta-base;MAX-NS_LYR-10;torch.Size([768]);1,00;12,00;0,00;83,90;82,28;92,25;89,15;90,44;87,00;71,30;85,19
deberta-base;CLS+AVG_LYR-10;torch.Size([1536]);1,00;12,00;0,00;86,81;89,93;94,40;89,16;92,37;90,80;74,96;88,35
deberta-base;CLS+SUM_LYR-10;torch.Size([1536]);1,00;12,00;0,00;86,85;90,07;94,56;89,45;92,15;96,40;67,65;88,16
deberta-base;CLS+MAX_LYR-10;torch.Size([1536]);1,00;12,00;0,00;84,14;81,51;92,24;88,64;90,17;88,00;72,46;85,31
deberta-base;CLS+AVG-NS_LYR-10;torch.Size([1536]);1,00;12,00;0,00;86,61;89,88;94,44;89,97;92,20;92,40;75,30;88,69
deberta-base;CLS+SUM-NS_LYR-10;torch.Size([1536]);1,00;12,00;0,00;86,02;90,20;94,95;89,75;92,15;96,40;72,12;88,80
deberta-base;CLS+MAX-NS_LYR-10;torch.Size([1536]);1,00;12,00;0,00;84,15;83,18;92,24;89,16;90,12;88,00;72,46;85,62
deberta-base;DY3_LYR-10;torch.Size([2304]);1,00;12,00;0,00;87,27;90,60;95,27;89,62;91,54;87,40;68,23;87,13
deberta-base;DY3-NS_LYR-10;torch.Size([2304]);1,00;12,00;0,00;86,74;90,68;95,09;68,77;91,65;91,60;68,00;84,65
deberta-base;DY5_LYR-10;torch.Size([3840]);1,00;12,00;0,00;87,49;91,07;96,01;68,77;91,54;85,60;68,06;84,08
deberta-base;DY5-NS_LYR-10;torch.Size([3840]);1,00;12,00;0,00;87,33;91,13;95,89;68,77;50,08;94,40;69,22;79,55
deberta-base;CLS_LYR-11;torch.Size([768]);1,00;12,00;0,00;77,63;63,76;85,94;72,41;84,29;35,60;66,20;69,40
deberta-base;AVG_LYR-11;torch.Size([768]);1,00;12,00;0,00;86,32;88,24;94,35;88,50;92,59;90,00;72,75;87,54
deberta-base;SUM_LYR-11;torch.Size([768]);1,00;12,00;0,00;86,26;88,05;94,34;89,27;92,04;94,00;69,91;87,70
deberta-base;MAX_LYR-11;torch.Size([768]);1,00;12,00;0,00;81,21;68,51;91,51;87,67;89,90;83,00;71,88;81,95
deberta-base;AVG-NS_LYR-11;torch.Size([768]);1,00;12,00;0,00;85,39;87,26;94,09;88,99;92,31;86,40;72,87;86,76
deberta-base;SUM-NS_LYR-11;torch.Size([768]);1,00;12,00;0,00;86,57;88,34;94,56;89,51;92,04;94,20;70,03;87,89
deberta-base;MAX-NS_LYR-11;torch.Size([768]);1,00;12,00;0,00;81,07;66,28;91,42;88,42;90,12;83,40;71,83;81,79
deberta-base;CLS+AVG_LYR-11;torch.Size([1536]);1,00;12,00;0,00;85,97;88,21;94,25;88,83;92,53;88,00;74,20;87,43
deberta-base;CLS+SUM_LYR-11;torch.Size([1536]);1,00;12,00;0,00;87,31;90,09;94,91;88,71;92,26;93,80;67,71;87,83
deberta-base;CLS+MAX_LYR-11;torch.Size([1536]);1,00;12,00;0,00;81,97;70,83;91,27;87,62;90,72;84,40;71,71;82,65
deberta-base;CLS+AVG-NS_LYR-11;torch.Size([1536]);1,00;12,00;0,00;85,90;88,08;94,36;89,44;92,15;90,20;72,58;87,53
deberta-base;CLS+SUM-NS_LYR-11;torch.Size([1536]);1,00;12,00;0,00;86,99;90,28;94,96;89,03;92,04;94,80;69,97;88,30
deberta-base;CLS+MAX-NS_LYR-11;torch.Size([1536]);1,00;12,00;0,00;82,22;70,76;91,77;88,17;90,61;84,40;71,71;82,81
deberta-base;DY3_LYR-11;torch.Size([2304]);1,00;12,00;0,00;86,61;88,24;94,98;89,63;91,98;85,00;69,39;86,55
deberta-base;DY3-NS_LYR-11;torch.Size([2304]);1,00;12,00;0,00;86,63;88,90;94,94;68,77;91,93;88,40;67,42;83,86
deberta-base;DY5_LYR-11;torch.Size([3840]);1,00;12,00;0,00;87,62;90,62;95,31;68,77;91,76;87,40;67,83;84,19
deberta-base;DY5-NS_LYR-11;torch.Size([3840]);1,00;12,00;0,00;87,10;89,62;95,36;68,77;50,08;93,60;68,99;79,07
deberta-base;CLS_LYR-12;torch.Size([768]);1,00;12,00;0,00;71,47;63,76;82,50;72,81;81,22;47,00;66,49;69,32
deberta-base;AVG_LYR-12;torch.Size([768]);1,00;12,00;0,00;84,17;83,05;93,03;84,97;91,05;83,00;70,03;84,19
deberta-base;SUM_LYR-12;torch.Size([768]);1,00;12,00;0,00;83,74;82,70;93,04;86,19;90,83;89,80;68,46;84,97
deberta-base;MAX_LYR-12;torch.Size([768]);1,00;12,00;0,00;75,31;63,18;87,34;82,09;86,22;77,60;66,20;76,85
deberta-base;AVG-NS_LYR-12;torch.Size([768]);1,00;12,00;0,00;84,40;82,83;92,95;86,26;91,10;82,80;70,09;84,35
deberta-base;SUM-NS_LYR-12;torch.Size([768]);1,00;12,00;0,00;83,30;83,13;93,50;86,56;91,10;89,80;67,77;85,02
deberta-base;MAX-NS_LYR-12;torch.Size([768]);1,00;12,00;0,00;75,51;63,26;87,28;83,05;86,77;77,60;66,20;77,10
deberta-base;CLS+AVG_LYR-12;torch.Size([1536]);1,00;12,00;0,00;84,01;83,42;92,85;85,04;91,65;83,20;69,74;84,27
deberta-base;CLS+SUM_LYR-12;torch.Size([1536]);1,00;12,00;0,00;82,56;84,82;93,94;86,45;90,66;90,40;66,03;84,98
deberta-base;CLS+MAX_LYR-12;torch.Size([1536]);1,00;12,00;0,00;77,75;63,87;88,42;80,87;88,30;79,40;66,72;77,90
deberta-base;CLS+AVG-NS_LYR-12;torch.Size([1536]);1,00;12,00;0,00;83,69;84,11;92,92;86,95;91,71;81,60;69,68;84,38
deberta-base;CLS+SUM-NS_LYR-12;torch.Size([1536]);1,00;12,00;0,00;83,10;85,09;94,05;86,88;90,88;90,80;64,46;85,04
deberta-base;CLS+MAX-NS_LYR-12;torch.Size([1536]);1,00;12,00;0,00;77,80;63,92;88,35;82,36;88,30;79,20;66,67;78,09
deberta-base;DY3_LYR-12;torch.Size([2304]);1,00;12,00;0,00;84,52;84,69;94,03;86,39;89,68;85,00;62,61;83,85
deberta-base;DY3-NS_LYR-12;torch.Size([2304]);1,00;12,00;0,00;84,27;86,86;93,67;68,77;89,40;85,60;66,49;82,15
deberta-base;DY5_LYR-12;torch.Size([3840]);1,00;12,00;0,00;84,97;86,75;94,06;68,77;89,68;67,00;65,04;79,47
deberta-base;DY5-NS_LYR-12;torch.Size([3840]);1,00;12,00;0,00;85,71;85,61;94,20;68,77;50,08;89,00;60,64;76,29
deberta-base;CLS_SUML4L;torch.Size([768]);1,00;12,00;0,00;76,91;63,76;83,52;74,39;86,27;39,00;66,20;70,01
deberta-base;AVG_SUML4L;torch.Size([768]);1,00;12,00;0,00;87,03;88,90;95,07;89,76;91,60;92,20;72,99;88,22
deberta-base;SUM_SUML4L;torch.Size([768]);1,00;12,00;0,00;83,31;86,20;93,46;89,16;90,72;92,60;66,38;85,98
deberta-base;MAX_SUML4L;torch.Size([768]);1,00;12,00;0,00;81,50;63,55;91,61;88,50;90,33;90,20;66,72;81,77
deberta-base;AVG-NS_SUML4L;torch.Size([768]);1,00;12,00;0,00;86,74;88,93;94,95;90,26;91,65;93,20;73,10;88,40
deberta-base;SUM-NS_SUML4L;torch.Size([768]);1,00;12,00;0,00;83,28;87,05;93,14;88,62;90,77;93,80;66,43;86,16
deberta-base;MAX-NS_SUML4L;torch.Size([768]);1,00;12,00;0,00;81,51;64,56;91,45;88,80;90,23;91,20;66,61;82,05
deberta-base;CLS+AVG_SUML4L;torch.Size([1536]);1,00;12,00;0,00;86,89;89,80;94,80;89,85;92,86;93,60;74,20;88,86
deberta-base;CLS+SUM_SUML4L;torch.Size([1536]);1,00;12,00;0,00;84,66;88,58;94,29;88,75;91,76;90,80;64,35;86,17
deberta-base;CLS+MAX_SUML4L;torch.Size([1536]);1,00;12,00;0,00;83,17;79,71;92,63;88,15;90,44;90,40;69,86;84,91
deberta-base;CLS+AVG-NS_SUML4L;torch.Size([1536]);1,00;12,00;0,00;86,95;89,30;94,74;90,35;92,92;94,40;73,80;88,92
deberta-base;CLS+SUM-NS_SUML4L;torch.Size([1536]);1,00;12,00;0,00;84,44;88,40;93,97;88,98;91,76;92,60;66,20;86,62
deberta-base;CLS+MAX-NS_SUML4L;torch.Size([1536]);1,00;12,00;0,00;82,73;79,90;92,62;88,09;90,28;91,00;68,12;84,68
deberta-base;DY3_SUML4L;torch.Size([2304]);1,00;12,00;0,00;87,76;90,46;95,48;90,51;92,26;88,80;70,03;87,90
deberta-base;DY3-NS_SUML4L;torch.Size([2304]);1,00;12,00;0,00;87,58;89,99;95,34;68,77;91,38;93,20;69,16;85,06
deberta-base;DY5_SUML4L;torch.Size([3840]);1,00;12,00;0,00;87,34;90,12;95,84;68,77;90,77;80,40;69,33;83,22
deberta-base;DY5-NS_SUML4L;torch.Size([3840]);1,00;12,00;0,00;87,20;89,64;95,68;68,77;50,08;94,80;66,78;78,99
deberta-base;CLS_AVGL4L;torch.Size([768]);1,00;12,00;0,00;71,27;63,76;77,91;69,98;82,37;39,60;66,49;67,34
deberta-base;AVG_AVGL4L;torch.Size([768]);1,00;12,00;0,00;85,75;87,15;94,20;88,96;92,31;90,60;73,04;87,43
deberta-base;SUM_AVGL4L;torch.Size([768]);1,00;12,00;0,00;86,10;88,77;94,10;89,14;92,09;94,80;66,26;87,32
deberta-base;MAX_AVGL4L;torch.Size([768]);1,00;12,00;0,00;82,24;64,32;91,64;88,12;89,46;84,80;70,38;81,57
deberta-base;AVG-NS_AVGL4L;torch.Size([768]);1,00;12,00;0,00;85,77;86,97;94,32;89,88;92,37;91,00;71,71;87,43
deberta-base;SUM-NS_AVGL4L;torch.Size([768]);1,00;12,00;0,00;86,44;88,32;94,69;89,56;92,04;94,80;66,26;87,44
deberta-base;MAX-NS_AVGL4L;torch.Size([768]);1,00;12,00;0,00;82,35;64,34;91,67;88,48;89,24;81,60;70,55;81,18
deberta-base;CLS+AVG_AVGL4L;torch.Size([1536]);1,00;12,00;0,00;85,62;88,18;93,88;89,12;92,42;90,80;74,32;87,76
deberta-base;CLS+SUM_AVGL4L;torch.Size([1536]);1,00;12,00;0,00;86,59;90,01;95,48;89,44;91,71;94,80;71,07;88,44
deberta-base;CLS+MAX_AVGL4L;torch.Size([1536]);1,00;12,00;0,00;83,05;72,42;92,09;87,51;89,13;89,00;71,88;83,58
deberta-base;CLS+AVG-NS_AVGL4L;torch.Size([1536]);1,00;12,00;0,00;85,63;88,16;93,99;89,75;92,31;92,20;74,96;88,14
deberta-base;CLS+SUM-NS_AVGL4L;torch.Size([1536]);1,00;12,00;0,00;86,56;89,83;95,17;89,52;91,71;94,60;71,59;88,43
deberta-base;CLS+MAX-NS_AVGL4L;torch.Size([1536]);1,00;12,00;0,00;83,49;72,42;91,60;87,97;89,07;89,00;71,88;83,63
deberta-base;DY3_AVGL4L;torch.Size([2304]);1,00;12,00;0,00;86,80;87,52;94,88;89,54;92,09;88,80;68,75;86,91
deberta-base;DY3-NS_AVGL4L;torch.Size([2304]);1,00;12,00;0,00;86,56;88,79;95,08;68,77;91,54;91,20;67,25;84,17
deberta-base;DY5_AVGL4L;torch.Size([3840]);1,00;12,00;0,00;87,28;89,11;95,42;68,77;91,05;85,80;62,78;82,89
deberta-base;DY5-NS_AVGL4L;torch.Size([3840]);1,00;12,00;0,00;87,23;89,64;95,48;68,77;50,08;93,20;69,45;79,12
deberta-base;CLS_SUMALL;torch.Size([768]);1,00;12,00;0,00;73,23;63,76;75,32;73,01;86,55;44,40;66,49;68,97
deberta-base;AVG_SUMALL;torch.Size([768]);1,00;12,00;0,00;85,89;87,44;95,38;90,90;91,49;93,20;70,32;87,80
deberta-base;SUM_SUMALL;torch.Size([768]);1,00;12,00;0,00;81,19;85,06;93,38;88,38;90,44;91,00;63,77;84,75
deberta-base;MAX_SUMALL;torch.Size([768]);1,00;12,00;0,00;78,07;64,48;91,34;89,08;87,42;91,40;65,80;81,08
deberta-base;AVG-NS_SUMALL;torch.Size([768]);1,00;12,00;0,00;85,51;87,26;95,26;90,42;91,76;94,40;70,03;87,81
deberta-base;SUM-NS_SUMALL;torch.Size([768]);1,00;12,00;0,00;81,29;85,19;93,33;87,94;90,33;90,00;66,49;84,94
deberta-base;MAX-NS_SUMALL;torch.Size([768]);1,00;12,00;0,00;78,42;64,37;91,34;89,09;87,37;91,20;65,80;81,08
deberta-base;CLS+AVG_SUMALL;torch.Size([1536]);1,00;12,00;0,00;86,05;88,34;95,61;89,94;91,60;95,40;68,75;87,96
deberta-base;CLS+SUM_SUMALL;torch.Size([1536]);1,00;12,00;0,00;81,63;85,22;93,94;88,09;89,68;92,20;67,13;85,41
deberta-base;CLS+MAX_SUMALL;torch.Size([1536]);1,00;12,00;0,00;78,96;66,36;91,37;89,26;87,53;92,40;64,58;81,49
deberta-base;CLS+AVG-NS_SUMALL;torch.Size([1536]);1,00;12,00;0,00;85,83;88,79;95,54;90,58;91,60;95,60;68,29;88,03
deberta-base;CLS+SUM-NS_SUMALL;torch.Size([1536]);1,00;12,00;0,00;82,24;85,25;93,87;88,62;89,57;92,40;67,30;85,61
deberta-base;CLS+MAX-NS_SUMALL;torch.Size([1536]);1,00;12,00;0,00;78,40;66,36;91,45;89,40;88,03;92,60;64,58;81,55
deberta-base;DY3_SUMALL;torch.Size([2304]);1,00;12,00;0,00;85,74;88,77;95,44;89,66;89,84;80,00;64,99;84,92
deberta-base;DY3-NS_SUMALL;torch.Size([2304]);1,00;12,00;0,00;85,67;88,61;95,23;68,77;89,73;92,80;68,29;84,16
deberta-base;DY5_SUMALL;torch.Size([3840]);1,00;12,00;0,00;85,36;87,95;95,44;68,77;89,07;78,00;63,71;81,19
deberta-base;DY5-NS_SUMALL;torch.Size([3840]);1,00;12,00;0,00;84,43;87,42;95,01;68,77;50,08;92,00;68,17;77,98
deberta-base;CLS_AVGALL;torch.Size([768]);1,00;12,00;0,00;66,97;63,76;73,42;68,77;78,97;41,60;66,49;65,71
deberta-base;AVG_AVGALL;torch.Size([768]);1,00;12,00;0,00;83,88;83,87;93,50;90,44;90,88;92,20;73,91;86,95
deberta-base;SUM_AVGALL;torch.Size([768]);1,00;12,00;0,00;84,78;87,13;94,79;90,58;91,49;94,80;67,25;87,26
deberta-base;MAX_AVGALL;torch.Size([768]);1,00;12,00;0,00;79,63;67,23;91,44;89,01;87,75;82,80;72,70;81,51
deberta-base;AVG-NS_AVGALL;torch.Size([768]);1,00;12,00;0,00;84,22;84,32;93,42;90,74;90,99;91,60;75,13;87,20
deberta-base;SUM-NS_AVGALL;torch.Size([768]);1,00;12,00;0,00;85,09;86,86;94,94;90,82;91,54;94,60;68,41;87,47
deberta-base;MAX-NS_AVGALL;torch.Size([768]);1,00;12,00;0,00;79,61;67,26;91,27;89,66;87,81;82,80;72,70;81,59
deberta-base;CLS+AVG_AVGALL;torch.Size([1536]);1,00;12,00;0,00;84,21;84,77;93,65;89,77;90,99;91,20;75,01;87,09
deberta-base;CLS+SUM_AVGALL;torch.Size([1536]);1,00;12,00;0,00;85,77;87,89;95,68;89,99;90,72;95,60;68,99;87,81
deberta-base;CLS+MAX_AVGALL;torch.Size([1536]);1,00;12,00;0,00;79,44;70,81;91,63;88,98;88,08;88,20;73,10;82,89
deberta-base;CLS+AVG-NS_AVGALL;torch.Size([1536]);1,00;12,00;0,00;84,36;84,21;93,68;90,09;91,05;91,60;74,96;87,14
deberta-base;CLS+SUM-NS_AVGALL;torch.Size([1536]);1,00;12,00;0,00;85,50;86,70;95,69;90,61;90,88;95,60;72,46;88,21
deberta-base;CLS+MAX-NS_AVGALL;torch.Size([1536]);1,00;12,00;0,00;79,40;70,83;91,63;89,75;88,08;88,20;73,86;83,11
deberta-base;DY3_AVGALL;torch.Size([2304]);1,00;12,00;0,00;84,34;87,34;94,12;89,97;89,68;83,00;67,71;85,17
deberta-base;DY3-NS_AVGALL;torch.Size([2304]);1,00;12,00;0,00;83,89;86,78;93,88;68,77;90,33;91,00;66,96;83,09
deberta-base;DY5_AVGALL;torch.Size([3840]);1,00;12,00;0,00;84,53;87,10;95,20;68,77;90,28;87,60;65,45;82,70
deberta-base;DY5-NS_AVGALL;torch.Size([3840]);1,00;12,00;0,00;84,78;87,76;95,06;68,77;50,08;93,40;68,99;78,41
