Unnamed: 0,Modelo,nhid,Pooling,epochs,qtd_layers,MR,CR,SUBJ,MPQA,SST2,TREC,MRPC,Avg_without_SST5
304.0,roberta-large,0,_concat_mean_5_tokens-8,1,24,81.37,84.56,94.86,89.22,85.89,89.2,67.25,84.62142857142858
305.0,roberta-large,0,_concat_mean_5_tokens_exclude_cls_and_sep-8,1,24,81.5,85.22,95.02,68.77,85.72,91.2,65.86,81.89857142857143
306.0,roberta-large,0,_cls-9,1,24,66.8,63.76,86.53,68.77,77.76,42.6,66.72,67.56285714285715
307.0,roberta-large,0,_mean-9,1,24,81.12,82.28,94.32,89.16,88.74,90.4,72.06,85.43999999999998
308.0,roberta-large,0,_mean_exclude_cls_sep-9,1,24,81.11,83.76,94.33,89.26,88.74,89.6,73.22,85.71714285714286
309.0,roberta-large,0,_concat_cls_with_mean-9,1,24,81.51,80.82,94.45,88.94,89.02,88.8,72.99,85.21857142857142
310.0,roberta-large,0,_concat_cls_with_mean_exclude_cls_sep-9,1,24,81.87,81.03,94.33,89.35,88.74,90.2,73.33,85.55000000000003
311.0,roberta-large,0,_concat_mean_3_tokens-9,1,24,82.44,84.32,95.15,89.7,86.93,89.0,68.0,85.07714285714285
312.0,roberta-large,0,_concat_mean_3_tokens_exclude_cls_and_sep-9,1,24,82.26,84.05,95.02,89.08,86.88,89.2,63.65,84.30571428571429
313.0,roberta-large,0,_concat_mean_5_tokens-9,1,24,81.97,84.13,95.34,88.92,86.88,89.4,67.19,84.83285714285714
314.0,roberta-large,0,_concat_mean_5_tokens_exclude_cls_and_sep-9,1,24,81.91,85.48,95.13,68.77,87.04,92.0,61.22,81.64999999999999
315.0,roberta-large,0,_cls-10,1,24,72.1,63.76,88.33,68.77,81.27,44.0,66.78,69.28714285714285
316.0,roberta-large,0,_mean-10,1,24,82.13,85.09,94.0,89.33,89.46,92.6,74.14,86.67857142857143
317.0,roberta-large,0,_mean_exclude_cls_sep-10,1,24,82.0,84.59,94.03,89.86,89.57,92.4,74.2,86.66428571428573
318.0,roberta-large,0,_concat_cls_with_mean-10,1,24,81.56,80.64,94.2,89.23,89.02,93.0,73.62,85.89571428571428
319.0,roberta-large,0,_concat_cls_with_mean_exclude_cls_sep-10,1,24,81.64,82.33,94.24,90.14,89.51,93.2,72.35,86.20142857142856
320.0,roberta-large,0,_concat_mean_3_tokens-10,1,24,83.18,85.93,94.99,90.16,87.42,90.2,68.81,85.81285714285715
321.0,roberta-large,0,_concat_mean_3_tokens_exclude_cls_and_sep-10,1,24,83.07,86.33,95.05,89.67,88.03,90.6,68.7,85.92142857142858
322.0,roberta-large,0,_concat_mean_5_tokens-10,1,24,83.18,86.6,95.26,89.43,88.03,91.0,64.0,85.35714285714286
323.0,roberta-large,0,_concat_mean_5_tokens_exclude_cls_and_sep-10,1,24,83.3,87.15,95.26,68.77,87.86,93.0,62.96,82.61428571428571
324.0,roberta-large,0,_cls-11,1,24,74.02,63.76,88.54,68.77,81.49,42.2,66.55,69.33285714285714
325.0,roberta-large,0,_mean-11,1,24,82.81,87.28,94.38,89.15,89.84,92.6,74.38,87.2057142857143
326.0,roberta-large,0,_mean_exclude_cls_sep-11,1,24,82.91,87.55,94.57,89.78,90.06,92.8,73.86,87.36142857142856
327.0,roberta-large,0,_concat_cls_with_mean-11,1,24,82.93,85.64,94.71,89.55,89.68,92.4,69.86,86.39571428571428
328.0,roberta-large,0,_concat_cls_with_mean_exclude_cls_sep-11,1,24,83.3,85.72,94.65,89.75,90.17,93.0,70.03,86.65999999999998
329.0,roberta-large,0,_concat_mean_3_tokens-11,1,24,84.19,86.7,95.24,90.23,89.02,91.0,68.0,86.34
330.0,roberta-large,0,_concat_mean_3_tokens_exclude_cls_and_sep-11,1,24,84.05,86.54,95.57,89.72,88.63,91.8,68.23,86.36285714285714
331.0,roberta-large,0,_concat_mean_5_tokens-11,1,24,83.28,88.61,95.7,89.71,88.69,91.4,67.42,86.40142857142857
332.0,roberta-large,0,_concat_mean_5_tokens_exclude_cls_and_sep-11,1,24,83.22,88.56,95.7,68.77,87.86,93.0,64.46,83.08142857142857
333.0,roberta-large,0,_cls-12,1,24,72.27,63.76,87.33,68.77,82.26,44.2,66.78,69.33857142857143
334.0,roberta-large,0,_mean-12,1,24,83.88,88.16,94.32,89.59,90.66,91.8,73.16,87.36714285714285
335.0,roberta-large,0,_mean_exclude_cls_sep-12,1,24,84.12,88.45,94.7,89.63,90.61,92.4,71.42,87.33285714285714
336.0,roberta-large,0,_concat_cls_with_mean-12,1,24,83.46,86.28,94.65,89.77,90.66,92.6,73.16,87.22571428571428
337.0,roberta-large,0,_concat_cls_with_mean_exclude_cls_sep-12,1,24,84.39,86.36,94.68,89.84,90.61,93.2,72.87,87.42142857142858
338.0,roberta-large,0,_concat_mean_3_tokens-12,1,24,84.18,88.8,95.8,90.29,89.73,92.8,68.23,87.11857142857143
339.0,roberta-large,0,_concat_mean_3_tokens_exclude_cls_and_sep-12,1,24,84.71,89.08,95.62,89.78,89.62,92.8,68.17,87.11142857142855
340.0,roberta-large,0,_concat_mean_5_tokens-12,1,24,84.69,88.64,96.09,89.85,89.73,91.6,67.59,86.88428571428572
341.0,roberta-large,0,_concat_mean_5_tokens_exclude_cls_and_sep-12,1,24,84.81,89.32,95.93,68.77,89.68,94.0,66.96,84.21000000000001
342.0,roberta-large,0,_cls-13,1,24,69.11,63.76,86.23,68.77,82.76,38.8,67.13,68.08
343.0,roberta-large,0,_mean-13,1,24,84.85,87.95,94.55,89.69,92.09,92.4,74.38,87.98714285714286
344.0,roberta-large,0,_mean_exclude_cls_sep-13,1,24,85.11,89.43,94.78,89.63,91.87,92.6,73.57,88.14142857142858
345.0,roberta-large,0,_concat_cls_with_mean-13,1,24,84.96,87.71,94.79,89.59,92.15,93.2,71.65,87.72142857142856
346.0,roberta-large,0,_concat_cls_with_mean_exclude_cls_sep-13,1,24,84.91,88.13,94.7,90.08,92.2,93.6,72.52,88.02
347.0,roberta-large,0,_concat_mean_3_tokens-13,1,24,84.73,90.04,95.52,90.54,91.54,93.0,69.04,87.77285714285715
348.0,roberta-large,0,_concat_mean_3_tokens_exclude_cls_and_sep-13,1,24,85.54,89.94,95.51,89.64,91.27,93.4,68.64,87.70571428571428
349.0,roberta-large,0,_concat_mean_5_tokens-13,1,24,85.36,90.41,95.92,89.71,91.05,91.0,64.46,86.84428571428573
350.0,roberta-large,0,_concat_mean_5_tokens_exclude_cls_and_sep-13,1,24,85.54,89.64,95.86,68.77,90.72,94.4,63.13,84.00857142857141
351.0,roberta-large,0,_cls-14,1,24,71.61,63.76,83.67,68.77,84.95,40.2,67.01,68.56714285714285
352.0,roberta-large,0,_mean-14,1,24,85.79,88.82,94.94,89.19,92.04,93.4,74.72,88.41428571428573
353.0,roberta-large,0,_mean_exclude_cls_sep-14,1,24,85.55,88.93,95.09,89.36,92.09,93.0,75.59,88.51571428571431
354.0,roberta-large,0,_concat_cls_with_mean-14,1,24,85.42,86.54,94.83,89.49,92.04,92.0,74.49,87.83000000000001
355.0,roberta-large,0,_concat_cls_with_mean_exclude_cls_sep-14,1,24,85.3,88.26,94.55,89.64,92.2,93.2,74.78,88.27571428571427
356.0,roberta-large,0,_concat_mean_3_tokens-14,1,24,85.88,89.93,95.58,90.02,91.49,93.0,69.39,87.89857142857143
357.0,roberta-large,0,_concat_mean_3_tokens_exclude_cls_and_sep-14,1,24,86.32,89.67,95.81,89.72,91.05,94.4,68.64,87.94428571428571
358.0,roberta-large,0,_concat_mean_5_tokens-14,1,24,86.31,89.83,96.24,89.42,91.6,90.6,64.93,86.99000000000001
359.0,roberta-large,0,_concat_mean_5_tokens_exclude_cls_and_sep-14,1,24,86.15,89.86,96.08,68.77,91.21,93.8,63.25,84.15999999999998
360.0,roberta-large,0,_cls-15,1,24,67.46,63.76,79.59,68.76,77.76,40.0,66.49,66.26
361.0,roberta-large,0,_mean-15,1,24,86.16,88.93,94.81,89.37,92.37,92.4,74.9,88.41999999999999
362.0,roberta-large,0,_mean_exclude_cls_sep-15,1,24,86.18,89.51,94.6,89.93,92.81,92.8,74.43,88.60857142857142
363.0,roberta-large,0,_concat_cls_with_mean-15,1,24,85.92,88.37,94.78,89.13,92.53,92.6,71.71,87.86285714285715
364.0,roberta-large,0,_concat_cls_with_mean_exclude_cls_sep-15,1,24,85.91,88.82,95.15,89.62,92.64,93.8,74.55,88.64142857142856
365.0,roberta-large,0,_concat_mean_3_tokens-15,1,24,86.54,89.67,95.59,90.03,91.05,91.4,67.83,87.44428571428573
366.0,roberta-large,0,_concat_mean_3_tokens_exclude_cls_and_sep-15,1,24,86.47,88.98,96.06,89.7,91.32,93.0,67.07,87.5142857142857
367.0,roberta-large,0,_concat_mean_5_tokens-15,1,24,86.58,89.25,95.78,89.43,90.77,90.8,68.06,87.23857142857143
368.0,roberta-large,0,_concat_mean_5_tokens_exclude_cls_and_sep-15,1,24,86.49,90.38,96.18,68.77,90.99,95.6,64.23,84.66285714285713
369.0,roberta-large,0,_cls-16,1,24,79.04,63.74,87.79,68.76,85.83,37.4,66.49,69.86428571428571
370.0,roberta-large,0,_mean-16,1,24,86.05,89.75,94.62,89.07,92.86,92.0,75.36,88.53
371.0,roberta-large,0,_mean_exclude_cls_sep-16,1,24,86.13,89.64,94.64,89.13,92.59,91.6,75.25,88.42571428571429
372.0,roberta-large,0,_concat_cls_with_mean-16,1,24,85.97,89.01,95.0,88.78,92.97,92.8,71.25,87.96857142857142
373.0,roberta-large,0,_concat_cls_with_mean_exclude_cls_sep-16,1,24,86.27,89.22,95.06,89.54,93.25,93.0,72.46,88.4
374.0,roberta-large,0,_concat_mean_3_tokens-16,1,24,86.57,89.72,95.67,90.45,92.04,92.8,68.64,87.98428571428572
375.0,roberta-large,0,_concat_mean_3_tokens_exclude_cls_and_sep-16,1,24,86.68,89.06,95.74,89.46,92.31,93.2,68.0,87.77857142857144
376.0,roberta-large,0,_concat_mean_5_tokens-16,1,24,87.12,90.76,95.58,89.39,92.04,90.0,69.51,87.77142857142857
377.0,roberta-large,0,_concat_mean_5_tokens_exclude_cls_and_sep-16,1,24,87.03,90.86,96.12,68.77,91.32,94.8,65.97,84.98142857142857
378.0,roberta-large,0,_cls-17,1,24,79.54,63.68,90.11,68.76,86.49,44.8,66.49,71.41
379.0,roberta-large,0,_mean-17,1,24,86.6,88.21,94.43,89.05,92.53,90.2,75.71,88.10428571428574
380.0,roberta-large,0,_mean_exclude_cls_sep-17,1,24,86.06,88.66,94.61,89.73,92.92,91.2,75.25,88.34714285714287
381.0,roberta-large,0,_concat_cls_with_mean-17,1,24,86.05,88.79,94.97,89.1,92.7,92.6,71.65,87.97999999999999
382.0,roberta-large,0,_concat_cls_with_mean_exclude_cls_sep-17,1,24,86.13,88.87,94.83,89.7,92.81,93.2,72.41,88.27857142857142
383.0,roberta-large,0,_concat_mean_3_tokens-17,1,24,86.7,89.06,95.8,90.23,92.09,91.8,66.84,87.50285714285714
384.0,roberta-large,0,_concat_mean_3_tokens_exclude_cls_and_sep-17,1,24,87.13,89.06,95.38,89.68,92.97,91.4,68.35,87.71000000000001
385.0,roberta-large,0,_concat_mean_5_tokens-17,1,24,87.43,89.48,95.78,89.31,92.09,91.0,67.07,87.45142857142858
386.0,roberta-large,0,_concat_mean_5_tokens_exclude_cls_and_sep-17,1,24,87.27,90.41,95.73,68.77,92.37,94.2,63.88,84.66142857142857
387.0,roberta-large,0,_cls-18,1,24,75.72,63.68,89.71,68.77,86.0,45.4,66.84,70.87428571428572
388.0,roberta-large,0,_mean-18,1,24,86.3,89.11,94.76,88.86,93.19,91.2,74.67,88.29857142857144
389.0,roberta-large,0,_mean_exclude_cls_sep-18,1,24,86.61,89.14,94.93,89.32,93.14,91.6,75.25,88.57000000000001
390.0,roberta-large,0,_concat_cls_with_mean-18,1,24,86.25,88.61,94.94,89.02,93.19,90.2,71.88,87.72714285714287
391.0,roberta-large,0,_concat_cls_with_mean_exclude_cls_sep-18,1,24,86.21,88.85,95.03,89.28,93.25,92.6,73.28,88.35714285714286
392.0,roberta-large,0,_concat_mean_3_tokens-18,1,24,87.3,90.09,95.35,89.87,92.42,92.4,67.48,87.84428571428573
393.0,roberta-large,0,_concat_mean_3_tokens_exclude_cls_and_sep-18,1,24,87.3,88.5,95.44,89.48,92.7,92.0,65.97,87.34142857142858
394.0,roberta-large,0,_concat_mean_5_tokens-18,1,24,87.59,89.22,95.85,89.26,91.93,90.8,67.71,87.48
395.0,roberta-large,0,_concat_mean_5_tokens_exclude_cls_and_sep-18,1,24,87.05,89.99,95.79,68.77,91.93,94.4,64.99,84.70285714285714
396.0,roberta-large,0,_cls-19,1,24,75.7,63.71,86.43,81.83,83.53,65.6,66.49,74.75571428571429
397.0,roberta-large,0,_mean-19,1,24,86.27,87.52,94.92,88.93,92.53,91.8,74.55,88.0742857142857
398.0,roberta-large,0,_mean_exclude_cls_sep-19,1,24,86.37,87.71,94.57,89.25,92.7,91.4,75.07,88.15285714285713
399.0,roberta-large,0,_concat_cls_with_mean-19,1,24,86.4,88.9,94.64,88.98,92.86,90.4,73.16,87.9057142857143
400.0,roberta-large,0,_concat_cls_with_mean_exclude_cls_sep-19,1,24,86.52,88.9,94.92,89.14,92.86,92.2,71.83,88.05285714285716
401.0,roberta-large,0,_concat_mean_3_tokens-19,1,24,86.97,88.26,95.24,89.89,91.71,93.2,69.28,87.79285714285713
402.0,roberta-large,0,_concat_mean_3_tokens_exclude_cls_and_sep-19,1,24,87.12,88.13,95.65,89.5,91.76,90.8,65.22,86.88285714285713
403.0,roberta-large,0,_concat_mean_5_tokens-19,1,24,87.22,89.3,95.99,89.12,92.15,89.8,64.12,86.8142857142857
404.0,roberta-large,0,_concat_mean_5_tokens_exclude_cls_and_sep-19,1,24,87.01,89.64,96.0,68.77,90.83,93.2,68.0,84.77857142857142
405.0,roberta-large,0,_cls-20,1,24,73.16,63.76,89.42,72.58,84.46,44.2,66.78,70.62285714285713
406.0,roberta-large,0,_mean-20,1,24,85.73,87.2,94.99,88.8,92.04,90.2,74.78,87.67714285714285
407.0,roberta-large,0,_mean_exclude_cls_sep-20,1,24,85.92,86.7,95.19,89.09,92.2,91.0,74.32,87.7742857142857
408.0,roberta-large,0,_concat_cls_with_mean-20,1,24,85.53,86.43,94.96,88.91,91.98,90.6,72.64,87.29285714285716
409.0,roberta-large,0,_concat_cls_with_mean_exclude_cls_sep-20,1,24,85.55,86.73,94.94,89.19,91.87,92.8,72.06,87.59142857142858
410.0,roberta-large,0,_concat_mean_3_tokens-20,1,24,86.51,88.48,95.7,89.21,90.88,90.8,67.65,87.03285714285713
411.0,roberta-large,0,_concat_mean_3_tokens_exclude_cls_and_sep-20,1,24,86.23,88.53,95.74,88.9,91.16,91.8,66.26,86.94571428571427
412.0,roberta-large,0,_concat_mean_5_tokens-20,1,24,86.55,89.46,95.92,88.83,90.83,89.8,67.48,86.98142857142857
413.0,roberta-large,0,_concat_mean_5_tokens_exclude_cls_and_sep-20,1,24,86.2,89.24,95.76,68.77,90.33,93.6,67.19,84.44142857142856
414.0,roberta-large,0,_cls-21,1,24,71.01,63.71,86.1,68.98,80.78,44.4,67.07,68.86428571428571
415.0,roberta-large,0,_mean-21,1,24,84.87,85.67,94.89,88.23,91.16,90.8,74.14,87.10857142857142
416.0,roberta-large,0,_mean_exclude_cls_sep-21,1,24,85.11,87.18,95.01,88.78,91.65,89.8,74.96,87.49857142857142
417.0,roberta-large,0,_concat_cls_with_mean-21,1,24,84.97,87.15,94.78,88.47,91.1,88.8,71.01,86.61142857142856
418.0,roberta-large,0,_concat_cls_with_mean_exclude_cls_sep-21,1,24,84.48,87.34,94.76,89.07,91.54,91.4,72.64,87.31857142857143
419.0,roberta-large,0,_concat_mean_3_tokens-21,1,24,84.9,87.68,95.7,89.51,90.77,92.4,68.29,87.03571428571429
420.0,roberta-large,0,_concat_mean_3_tokens_exclude_cls_and_sep-21,1,24,85.1,88.37,95.85,88.69,90.77,91.8,67.01,86.79857142857142
421.0,roberta-large,0,_concat_mean_5_tokens-21,1,24,86.13,88.53,95.69,88.73,90.66,89.6,67.65,86.71285714285715
422.0,roberta-large,0,_concat_mean_5_tokens_exclude_cls_and_sep-21,1,24,85.14,88.1,95.57,68.77,90.77,94.2,65.97,84.07428571428571
423.0,roberta-large,0,_cls-22,1,24,68.9,63.74,85.58,68.73,81.6,33.0,66.49,66.86285714285715
424.0,roberta-large,0,_mean-22,1,24,84.44,84.58,94.98,88.21,90.72,89.6,73.97,86.64285714285714
425.0,roberta-large,0,_mean_exclude_cls_sep-22,1,24,85.0,86.01,94.89,88.9,91.05,89.6,74.2,87.09285714285714
426.0,roberta-large,0,_concat_cls_with_mean-22,1,24,84.03,85.03,94.61,88.0,90.44,90.6,72.64,86.47857142857143
427.0,roberta-large,0,_concat_cls_with_mean_exclude_cls_sep-22,1,24,84.16,86.2,94.52,88.69,90.94,91.2,73.04,86.96428571428571
428.0,roberta-large,0,_concat_mean_3_tokens-22,1,24,84.74,86.73,95.41,89.04,90.23,92.0,68.7,86.69285714285716
429.0,roberta-large,0,_concat_mean_3_tokens_exclude_cls_and_sep-22,1,24,84.46,86.83,95.69,88.76,89.95,92.2,67.01,86.41428571428571
430.0,roberta-large,0,_concat_mean_5_tokens-22,1,24,85.75,88.34,95.55,88.64,90.83,90.2,66.61,86.55999999999999
431.0,roberta-large,0,_concat_mean_5_tokens_exclude_cls_and_sep-22,1,24,84.56,87.29,95.43,68.77,89.62,93.0,66.9,83.65285714285714
432.0,roberta-large,0,_cls-23,1,24,64.95,63.71,87.33,68.74,76.66,43.0,67.3,67.38428571428571
433.0,roberta-large,0,_mean-23,1,24,84.45,83.39,94.52,87.65,90.39,89.4,72.7,86.07142857142857
434.0,roberta-large,0,_mean_exclude_cls_sep-23,1,24,84.44,83.23,94.5,88.56,91.05,92.2,73.45,86.7757142857143
435.0,roberta-large,0,_concat_cls_with_mean-23,1,24,84.15,82.78,94.56,87.3,90.66,89.6,71.54,85.79857142857144
436.0,roberta-large,0,_concat_cls_with_mean_exclude_cls_sep-23,1,24,84.25,85.17,94.44,88.38,90.66,91.2,72.29,86.62714285714286
437.0,roberta-large,0,_concat_mean_3_tokens-23,1,24,84.47,86.28,95.79,88.93,90.28,92.0,68.0,86.53571428571429
438.0,roberta-large,0,_concat_mean_3_tokens_exclude_cls_and_sep-23,1,24,84.39,86.89,95.73,88.6,90.12,92.2,66.32,86.32142857142857
439.0,roberta-large,0,_concat_mean_5_tokens-23,1,24,84.71,87.65,95.93,88.38,90.17,91.2,64.7,86.1057142857143
440.0,roberta-large,0,_concat_mean_5_tokens_exclude_cls_and_sep-23,1,24,85.33,87.79,95.69,68.77,89.62,93.4,67.01,83.94428571428571
441.0,roberta-large,0,_cls-24,1,24,77.51,63.76,91.25,70.47,86.82,53.6,66.49,72.84285714285714
442.0,roberta-large,0,_mean-24,1,24,82.18,77.83,93.66,86.19,90.23,80.8,66.49,82.48285714285714
443.0,roberta-large,0,_mean_exclude_cls_sep-24,1,24,82.81,79.37,93.67,86.38,90.23,79.2,68.58,82.89142857142858
444.0,roberta-large,0,_concat_cls_with_mean-24,1,24,82.9,81.4,94.22,85.83,89.95,81.4,68.23,83.41857142857143
445.0,roberta-large,0,_concat_cls_with_mean_exclude_cls_sep-24,1,24,83.22,81.83,94.32,86.61,90.61,85.6,70.72,84.70142857142858
446.0,roberta-large,0,_concat_mean_3_tokens-24,1,24,84.02,83.45,94.67,87.39,89.24,88.2,68.23,85.02857142857144
447.0,roberta-large,0,_concat_mean_3_tokens_exclude_cls_and_sep-24,1,24,83.66,84.53,94.53,86.94,89.18,89.4,66.9,85.02
448.0,roberta-large,0,_concat_mean_5_tokens-24,1,24,83.92,86.07,95.13,86.55,89.9,88.2,68.23,85.42857142857144
449.0,roberta-large,0,_concat_mean_5_tokens_exclude_cls_and_sep-24,1,24,83.93,85.3,94.82,68.77,89.79,89.6,66.43,82.66285714285716
450.0,roberta-large,0,cls_last4,1,24,75.77,64.19,90.99,70.56,86.27,46.6,66.49,71.55285714285715
451.0,roberta-large,0,mean_last4,1,24,85.57,86.25,95.62,88.86,91.1,92.4,71.01,87.25857142857141
452.0,roberta-large,0,mean_exclude_cls_sep_last4,1,24,85.84,87.36,95.55,88.95,91.21,93.6,70.9,87.63
453.0,roberta-large,0,concat_cls_with_mean_last4,1,24,85.6,86.73,95.55,88.72,91.1,93.0,68.23,86.99000000000001
454.0,roberta-large,0,concat_cls_with_mean_exclude_cls_sep_last4,1,24,85.64,87.37,95.4,88.75,90.99,93.4,66.49,86.86285714285714
455.0,roberta-large,0,concat_mean_3_tokens_last4,1,24,85.48,88.82,95.87,89.53,90.33,92.6,66.49,87.01714285714286
456.0,roberta-large,0,concat_mean_3_tokens_exclude_cls_and_sep_last4,1,24,85.93,88.19,95.69,88.45,90.66,91.8,66.78,86.78571428571426
457.0,roberta-large,0,concat_mean_5_tokens_last4,1,24,85.59,88.48,95.94,88.2,90.99,92.6,67.94,87.10571428571428
458.0,roberta-large,0,concat_mean_5_tokens_exclude_cls_and_sep_last4,1,24,85.42,87.39,95.57,68.77,89.84,92.6,63.54,83.30428571428571
459.0,roberta-large,0,cls_sumall,1,24,74.77,66.49,89.85,76.59,83.47,43.0,66.49,71.52285714285713
460.0,roberta-large,0,mean_sumall,1,24,85.38,87.18,95.49,88.68,91.6,93.6,68.17,87.15714285714286
461.0,roberta-large,0,mean_exclude_cls_sep_sumall,1,24,85.26,86.91,95.39,87.6,91.93,93.6,67.77,86.92285714285713
462.0,roberta-large,0,concat_cls_with_mean_sumall,1,24,85.53,87.18,95.51,89.23,91.32,93.8,66.03,86.94285714285715
463.0,roberta-large,0,concat_cls_with_mean_exclude_cls_sep_sumall,1,24,85.75,87.07,95.68,88.86,91.82,93.8,67.65,87.23285714285714
464.0,roberta-large,0,concat_mean_3_tokens_sumall,1,24,85.46,86.12,95.67,89.36,90.66,93.0,66.49,86.67999999999999
465.0,roberta-large,0,concat_mean_3_tokens_exclude_cls_and_sep_sumall,1,24,85.41,87.42,95.59,87.23,90.17,93.0,66.49,86.47285714285714
466.0,roberta-large,0,concat_mean_5_tokens_sumall,1,24,83.45,87.1,95.23,87.75,89.18,91.4,68.81,86.13142857142859
467.0,roberta-large,0,concat_mean_5_tokens_exclude_cls_and_sep_sumall,1,24,83.7,86.62,95.29,68.77,89.35,89.4,68.46,83.08428571428571
