Unnamed: 0;Modelo;nhid;Pooling;epochs;qtd_layers;MR;CR;SUBJ;MPQA;SST2;TREC;MRPC;Avg_without_SST5
304,00;roberta-large;0,00;_concat_mean_5_tokens-8;1,00;24,00;81,37;84,56;94,86;89,22;85,89;89,20;67,25;84,62
305,00;roberta-large;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-8;1,00;24,00;81,50;85,22;95,02;68,77;85,72;91,20;65,86;81,90
306,00;roberta-large;0,00;_cls-9;1,00;24,00;66,80;63,76;86,53;68,77;77,76;42,60;66,72;67,56
307,00;roberta-large;0,00;_mean-9;1,00;24,00;81,12;82,28;94,32;89,16;88,74;90,40;72,06;85,44
308,00;roberta-large;0,00;_mean_exclude_cls_sep-9;1,00;24,00;81,11;83,76;94,33;89,26;88,74;89,60;73,22;85,72
309,00;roberta-large;0,00;_concat_cls_with_mean-9;1,00;24,00;81,51;80,82;94,45;88,94;89,02;88,80;72,99;85,22
310,00;roberta-large;0,00;_concat_cls_with_mean_exclude_cls_sep-9;1,00;24,00;81,87;81,03;94,33;89,35;88,74;90,20;73,33;85,55
311,00;roberta-large;0,00;_concat_mean_3_tokens-9;1,00;24,00;82,44;84,32;95,15;89,70;86,93;89,00;68,00;85,08
312,00;roberta-large;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-9;1,00;24,00;82,26;84,05;95,02;89,08;86,88;89,20;63,65;84,31
313,00;roberta-large;0,00;_concat_mean_5_tokens-9;1,00;24,00;81,97;84,13;95,34;88,92;86,88;89,40;67,19;84,83
314,00;roberta-large;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-9;1,00;24,00;81,91;85,48;95,13;68,77;87,04;92,00;61,22;81,65
315,00;roberta-large;0,00;_cls-10;1,00;24,00;72,10;63,76;88,33;68,77;81,27;44,00;66,78;69,29
316,00;roberta-large;0,00;_mean-10;1,00;24,00;82,13;85,09;94,00;89,33;89,46;92,60;74,14;86,68
317,00;roberta-large;0,00;_mean_exclude_cls_sep-10;1,00;24,00;82,00;84,59;94,03;89,86;89,57;92,40;74,20;86,66
318,00;roberta-large;0,00;_concat_cls_with_mean-10;1,00;24,00;81,56;80,64;94,20;89,23;89,02;93,00;73,62;85,90
319,00;roberta-large;0,00;_concat_cls_with_mean_exclude_cls_sep-10;1,00;24,00;81,64;82,33;94,24;90,14;89,51;93,20;72,35;86,20
320,00;roberta-large;0,00;_concat_mean_3_tokens-10;1,00;24,00;83,18;85,93;94,99;90,16;87,42;90,20;68,81;85,81
321,00;roberta-large;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-10;1,00;24,00;83,07;86,33;95,05;89,67;88,03;90,60;68,70;85,92
322,00;roberta-large;0,00;_concat_mean_5_tokens-10;1,00;24,00;83,18;86,60;95,26;89,43;88,03;91,00;64,00;85,36
323,00;roberta-large;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-10;1,00;24,00;83,30;87,15;95,26;68,77;87,86;93,00;62,96;82,61
324,00;roberta-large;0,00;_cls-11;1,00;24,00;74,02;63,76;88,54;68,77;81,49;42,20;66,55;69,33
325,00;roberta-large;0,00;_mean-11;1,00;24,00;82,81;87,28;94,38;89,15;89,84;92,60;74,38;87,21
326,00;roberta-large;0,00;_mean_exclude_cls_sep-11;1,00;24,00;82,91;87,55;94,57;89,78;90,06;92,80;73,86;87,36
327,00;roberta-large;0,00;_concat_cls_with_mean-11;1,00;24,00;82,93;85,64;94,71;89,55;89,68;92,40;69,86;86,40
328,00;roberta-large;0,00;_concat_cls_with_mean_exclude_cls_sep-11;1,00;24,00;83,30;85,72;94,65;89,75;90,17;93,00;70,03;86,66
329,00;roberta-large;0,00;_concat_mean_3_tokens-11;1,00;24,00;84,19;86,70;95,24;90,23;89,02;91,00;68,00;86,34
330,00;roberta-large;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-11;1,00;24,00;84,05;86,54;95,57;89,72;88,63;91,80;68,23;86,36
331,00;roberta-large;0,00;_concat_mean_5_tokens-11;1,00;24,00;83,28;88,61;95,70;89,71;88,69;91,40;67,42;86,40
332,00;roberta-large;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-11;1,00;24,00;83,22;88,56;95,70;68,77;87,86;93,00;64,46;83,08
333,00;roberta-large;0,00;_cls-12;1,00;24,00;72,27;63,76;87,33;68,77;82,26;44,20;66,78;69,34
334,00;roberta-large;0,00;_mean-12;1,00;24,00;83,88;88,16;94,32;89,59;90,66;91,80;73,16;87,37
335,00;roberta-large;0,00;_mean_exclude_cls_sep-12;1,00;24,00;84,12;88,45;94,70;89,63;90,61;92,40;71,42;87,33
336,00;roberta-large;0,00;_concat_cls_with_mean-12;1,00;24,00;83,46;86,28;94,65;89,77;90,66;92,60;73,16;87,23
337,00;roberta-large;0,00;_concat_cls_with_mean_exclude_cls_sep-12;1,00;24,00;84,39;86,36;94,68;89,84;90,61;93,20;72,87;87,42
338,00;roberta-large;0,00;_concat_mean_3_tokens-12;1,00;24,00;84,18;88,80;95,80;90,29;89,73;92,80;68,23;87,12
339,00;roberta-large;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-12;1,00;24,00;84,71;89,08;95,62;89,78;89,62;92,80;68,17;87,11
340,00;roberta-large;0,00;_concat_mean_5_tokens-12;1,00;24,00;84,69;88,64;96,09;89,85;89,73;91,60;67,59;86,88
341,00;roberta-large;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-12;1,00;24,00;84,81;89,32;95,93;68,77;89,68;94,00;66,96;84,21
342,00;roberta-large;0,00;_cls-13;1,00;24,00;69,11;63,76;86,23;68,77;82,76;38,80;67,13;68,08
343,00;roberta-large;0,00;_mean-13;1,00;24,00;84,85;87,95;94,55;89,69;92,09;92,40;74,38;87,99
344,00;roberta-large;0,00;_mean_exclude_cls_sep-13;1,00;24,00;85,11;89,43;94,78;89,63;91,87;92,60;73,57;88,14
345,00;roberta-large;0,00;_concat_cls_with_mean-13;1,00;24,00;84,96;87,71;94,79;89,59;92,15;93,20;71,65;87,72
346,00;roberta-large;0,00;_concat_cls_with_mean_exclude_cls_sep-13;1,00;24,00;84,91;88,13;94,70;90,08;92,20;93,60;72,52;88,02
347,00;roberta-large;0,00;_concat_mean_3_tokens-13;1,00;24,00;84,73;90,04;95,52;90,54;91,54;93,00;69,04;87,77
348,00;roberta-large;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-13;1,00;24,00;85,54;89,94;95,51;89,64;91,27;93,40;68,64;87,71
349,00;roberta-large;0,00;_concat_mean_5_tokens-13;1,00;24,00;85,36;90,41;95,92;89,71;91,05;91,00;64,46;86,84
350,00;roberta-large;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-13;1,00;24,00;85,54;89,64;95,86;68,77;90,72;94,40;63,13;84,01
351,00;roberta-large;0,00;_cls-14;1,00;24,00;71,61;63,76;83,67;68,77;84,95;40,20;67,01;68,57
352,00;roberta-large;0,00;_mean-14;1,00;24,00;85,79;88,82;94,94;89,19;92,04;93,40;74,72;88,41
353,00;roberta-large;0,00;_mean_exclude_cls_sep-14;1,00;24,00;85,55;88,93;95,09;89,36;92,09;93,00;75,59;88,52
354,00;roberta-large;0,00;_concat_cls_with_mean-14;1,00;24,00;85,42;86,54;94,83;89,49;92,04;92,00;74,49;87,83
355,00;roberta-large;0,00;_concat_cls_with_mean_exclude_cls_sep-14;1,00;24,00;85,30;88,26;94,55;89,64;92,20;93,20;74,78;88,28
356,00;roberta-large;0,00;_concat_mean_3_tokens-14;1,00;24,00;85,88;89,93;95,58;90,02;91,49;93,00;69,39;87,90
357,00;roberta-large;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-14;1,00;24,00;86,32;89,67;95,81;89,72;91,05;94,40;68,64;87,94
358,00;roberta-large;0,00;_concat_mean_5_tokens-14;1,00;24,00;86,31;89,83;96,24;89,42;91,60;90,60;64,93;86,99
359,00;roberta-large;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-14;1,00;24,00;86,15;89,86;96,08;68,77;91,21;93,80;63,25;84,16
360,00;roberta-large;0,00;_cls-15;1,00;24,00;67,46;63,76;79,59;68,76;77,76;40,00;66,49;66,26
361,00;roberta-large;0,00;_mean-15;1,00;24,00;86,16;88,93;94,81;89,37;92,37;92,40;74,90;88,42
362,00;roberta-large;0,00;_mean_exclude_cls_sep-15;1,00;24,00;86,18;89,51;94,60;89,93;92,81;92,80;74,43;88,61
363,00;roberta-large;0,00;_concat_cls_with_mean-15;1,00;24,00;85,92;88,37;94,78;89,13;92,53;92,60;71,71;87,86
364,00;roberta-large;0,00;_concat_cls_with_mean_exclude_cls_sep-15;1,00;24,00;85,91;88,82;95,15;89,62;92,64;93,80;74,55;88,64
365,00;roberta-large;0,00;_concat_mean_3_tokens-15;1,00;24,00;86,54;89,67;95,59;90,03;91,05;91,40;67,83;87,44
366,00;roberta-large;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-15;1,00;24,00;86,47;88,98;96,06;89,70;91,32;93,00;67,07;87,51
367,00;roberta-large;0,00;_concat_mean_5_tokens-15;1,00;24,00;86,58;89,25;95,78;89,43;90,77;90,80;68,06;87,24
368,00;roberta-large;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-15;1,00;24,00;86,49;90,38;96,18;68,77;90,99;95,60;64,23;84,66
369,00;roberta-large;0,00;_cls-16;1,00;24,00;79,04;63,74;87,79;68,76;85,83;37,40;66,49;69,86
370,00;roberta-large;0,00;_mean-16;1,00;24,00;86,05;89,75;94,62;89,07;92,86;92,00;75,36;88,53
371,00;roberta-large;0,00;_mean_exclude_cls_sep-16;1,00;24,00;86,13;89,64;94,64;89,13;92,59;91,60;75,25;88,43
372,00;roberta-large;0,00;_concat_cls_with_mean-16;1,00;24,00;85,97;89,01;95,00;88,78;92,97;92,80;71,25;87,97
373,00;roberta-large;0,00;_concat_cls_with_mean_exclude_cls_sep-16;1,00;24,00;86,27;89,22;95,06;89,54;93,25;93,00;72,46;88,40
374,00;roberta-large;0,00;_concat_mean_3_tokens-16;1,00;24,00;86,57;89,72;95,67;90,45;92,04;92,80;68,64;87,98
375,00;roberta-large;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-16;1,00;24,00;86,68;89,06;95,74;89,46;92,31;93,20;68,00;87,78
376,00;roberta-large;0,00;_concat_mean_5_tokens-16;1,00;24,00;87,12;90,76;95,58;89,39;92,04;90,00;69,51;87,77
377,00;roberta-large;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-16;1,00;24,00;87,03;90,86;96,12;68,77;91,32;94,80;65,97;84,98
378,00;roberta-large;0,00;_cls-17;1,00;24,00;79,54;63,68;90,11;68,76;86,49;44,80;66,49;71,41
379,00;roberta-large;0,00;_mean-17;1,00;24,00;86,60;88,21;94,43;89,05;92,53;90,20;75,71;88,10
380,00;roberta-large;0,00;_mean_exclude_cls_sep-17;1,00;24,00;86,06;88,66;94,61;89,73;92,92;91,20;75,25;88,35
381,00;roberta-large;0,00;_concat_cls_with_mean-17;1,00;24,00;86,05;88,79;94,97;89,10;92,70;92,60;71,65;87,98
382,00;roberta-large;0,00;_concat_cls_with_mean_exclude_cls_sep-17;1,00;24,00;86,13;88,87;94,83;89,70;92,81;93,20;72,41;88,28
383,00;roberta-large;0,00;_concat_mean_3_tokens-17;1,00;24,00;86,70;89,06;95,80;90,23;92,09;91,80;66,84;87,50
384,00;roberta-large;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-17;1,00;24,00;87,13;89,06;95,38;89,68;92,97;91,40;68,35;87,71
385,00;roberta-large;0,00;_concat_mean_5_tokens-17;1,00;24,00;87,43;89,48;95,78;89,31;92,09;91,00;67,07;87,45
386,00;roberta-large;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-17;1,00;24,00;87,27;90,41;95,73;68,77;92,37;94,20;63,88;84,66
387,00;roberta-large;0,00;_cls-18;1,00;24,00;75,72;63,68;89,71;68,77;86,00;45,40;66,84;70,87
388,00;roberta-large;0,00;_mean-18;1,00;24,00;86,30;89,11;94,76;88,86;93,19;91,20;74,67;88,30
389,00;roberta-large;0,00;_mean_exclude_cls_sep-18;1,00;24,00;86,61;89,14;94,93;89,32;93,14;91,60;75,25;88,57
390,00;roberta-large;0,00;_concat_cls_with_mean-18;1,00;24,00;86,25;88,61;94,94;89,02;93,19;90,20;71,88;87,73
391,00;roberta-large;0,00;_concat_cls_with_mean_exclude_cls_sep-18;1,00;24,00;86,21;88,85;95,03;89,28;93,25;92,60;73,28;88,36
392,00;roberta-large;0,00;_concat_mean_3_tokens-18;1,00;24,00;87,30;90,09;95,35;89,87;92,42;92,40;67,48;87,84
393,00;roberta-large;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-18;1,00;24,00;87,30;88,50;95,44;89,48;92,70;92,00;65,97;87,34
394,00;roberta-large;0,00;_concat_mean_5_tokens-18;1,00;24,00;87,59;89,22;95,85;89,26;91,93;90,80;67,71;87,48
395,00;roberta-large;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-18;1,00;24,00;87,05;89,99;95,79;68,77;91,93;94,40;64,99;84,70
396,00;roberta-large;0,00;_cls-19;1,00;24,00;75,70;63,71;86,43;81,83;83,53;65,60;66,49;74,76
397,00;roberta-large;0,00;_mean-19;1,00;24,00;86,27;87,52;94,92;88,93;92,53;91,80;74,55;88,07
398,00;roberta-large;0,00;_mean_exclude_cls_sep-19;1,00;24,00;86,37;87,71;94,57;89,25;92,70;91,40;75,07;88,15
399,00;roberta-large;0,00;_concat_cls_with_mean-19;1,00;24,00;86,40;88,90;94,64;88,98;92,86;90,40;73,16;87,91
400,00;roberta-large;0,00;_concat_cls_with_mean_exclude_cls_sep-19;1,00;24,00;86,52;88,90;94,92;89,14;92,86;92,20;71,83;88,05
401,00;roberta-large;0,00;_concat_mean_3_tokens-19;1,00;24,00;86,97;88,26;95,24;89,89;91,71;93,20;69,28;87,79
402,00;roberta-large;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-19;1,00;24,00;87,12;88,13;95,65;89,50;91,76;90,80;65,22;86,88
403,00;roberta-large;0,00;_concat_mean_5_tokens-19;1,00;24,00;87,22;89,30;95,99;89,12;92,15;89,80;64,12;86,81
404,00;roberta-large;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-19;1,00;24,00;87,01;89,64;96,00;68,77;90,83;93,20;68,00;84,78
405,00;roberta-large;0,00;_cls-20;1,00;24,00;73,16;63,76;89,42;72,58;84,46;44,20;66,78;70,62
406,00;roberta-large;0,00;_mean-20;1,00;24,00;85,73;87,20;94,99;88,80;92,04;90,20;74,78;87,68
407,00;roberta-large;0,00;_mean_exclude_cls_sep-20;1,00;24,00;85,92;86,70;95,19;89,09;92,20;91,00;74,32;87,77
408,00;roberta-large;0,00;_concat_cls_with_mean-20;1,00;24,00;85,53;86,43;94,96;88,91;91,98;90,60;72,64;87,29
409,00;roberta-large;0,00;_concat_cls_with_mean_exclude_cls_sep-20;1,00;24,00;85,55;86,73;94,94;89,19;91,87;92,80;72,06;87,59
410,00;roberta-large;0,00;_concat_mean_3_tokens-20;1,00;24,00;86,51;88,48;95,70;89,21;90,88;90,80;67,65;87,03
411,00;roberta-large;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-20;1,00;24,00;86,23;88,53;95,74;88,90;91,16;91,80;66,26;86,95
412,00;roberta-large;0,00;_concat_mean_5_tokens-20;1,00;24,00;86,55;89,46;95,92;88,83;90,83;89,80;67,48;86,98
413,00;roberta-large;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-20;1,00;24,00;86,20;89,24;95,76;68,77;90,33;93,60;67,19;84,44
414,00;roberta-large;0,00;_cls-21;1,00;24,00;71,01;63,71;86,10;68,98;80,78;44,40;67,07;68,86
415,00;roberta-large;0,00;_mean-21;1,00;24,00;84,87;85,67;94,89;88,23;91,16;90,80;74,14;87,11
416,00;roberta-large;0,00;_mean_exclude_cls_sep-21;1,00;24,00;85,11;87,18;95,01;88,78;91,65;89,80;74,96;87,50
417,00;roberta-large;0,00;_concat_cls_with_mean-21;1,00;24,00;84,97;87,15;94,78;88,47;91,10;88,80;71,01;86,61
418,00;roberta-large;0,00;_concat_cls_with_mean_exclude_cls_sep-21;1,00;24,00;84,48;87,34;94,76;89,07;91,54;91,40;72,64;87,32
419,00;roberta-large;0,00;_concat_mean_3_tokens-21;1,00;24,00;84,90;87,68;95,70;89,51;90,77;92,40;68,29;87,04
420,00;roberta-large;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-21;1,00;24,00;85,10;88,37;95,85;88,69;90,77;91,80;67,01;86,80
421,00;roberta-large;0,00;_concat_mean_5_tokens-21;1,00;24,00;86,13;88,53;95,69;88,73;90,66;89,60;67,65;86,71
422,00;roberta-large;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-21;1,00;24,00;85,14;88,10;95,57;68,77;90,77;94,20;65,97;84,07
423,00;roberta-large;0,00;_cls-22;1,00;24,00;68,90;63,74;85,58;68,73;81,60;33,00;66,49;66,86
424,00;roberta-large;0,00;_mean-22;1,00;24,00;84,44;84,58;94,98;88,21;90,72;89,60;73,97;86,64
425,00;roberta-large;0,00;_mean_exclude_cls_sep-22;1,00;24,00;85,00;86,01;94,89;88,90;91,05;89,60;74,20;87,09
426,00;roberta-large;0,00;_concat_cls_with_mean-22;1,00;24,00;84,03;85,03;94,61;88,00;90,44;90,60;72,64;86,48
427,00;roberta-large;0,00;_concat_cls_with_mean_exclude_cls_sep-22;1,00;24,00;84,16;86,20;94,52;88,69;90,94;91,20;73,04;86,96
428,00;roberta-large;0,00;_concat_mean_3_tokens-22;1,00;24,00;84,74;86,73;95,41;89,04;90,23;92,00;68,70;86,69
429,00;roberta-large;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-22;1,00;24,00;84,46;86,83;95,69;88,76;89,95;92,20;67,01;86,41
430,00;roberta-large;0,00;_concat_mean_5_tokens-22;1,00;24,00;85,75;88,34;95,55;88,64;90,83;90,20;66,61;86,56
431,00;roberta-large;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-22;1,00;24,00;84,56;87,29;95,43;68,77;89,62;93,00;66,90;83,65
432,00;roberta-large;0,00;_cls-23;1,00;24,00;64,95;63,71;87,33;68,74;76,66;43,00;67,30;67,38
433,00;roberta-large;0,00;_mean-23;1,00;24,00;84,45;83,39;94,52;87,65;90,39;89,40;72,70;86,07
434,00;roberta-large;0,00;_mean_exclude_cls_sep-23;1,00;24,00;84,44;83,23;94,50;88,56;91,05;92,20;73,45;86,78
435,00;roberta-large;0,00;_concat_cls_with_mean-23;1,00;24,00;84,15;82,78;94,56;87,30;90,66;89,60;71,54;85,80
436,00;roberta-large;0,00;_concat_cls_with_mean_exclude_cls_sep-23;1,00;24,00;84,25;85,17;94,44;88,38;90,66;91,20;72,29;86,63
437,00;roberta-large;0,00;_concat_mean_3_tokens-23;1,00;24,00;84,47;86,28;95,79;88,93;90,28;92,00;68,00;86,54
438,00;roberta-large;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-23;1,00;24,00;84,39;86,89;95,73;88,60;90,12;92,20;66,32;86,32
439,00;roberta-large;0,00;_concat_mean_5_tokens-23;1,00;24,00;84,71;87,65;95,93;88,38;90,17;91,20;64,70;86,11
440,00;roberta-large;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-23;1,00;24,00;85,33;87,79;95,69;68,77;89,62;93,40;67,01;83,94
441,00;roberta-large;0,00;_cls-24;1,00;24,00;77,51;63,76;91,25;70,47;86,82;53,60;66,49;72,84
442,00;roberta-large;0,00;_mean-24;1,00;24,00;82,18;77,83;93,66;86,19;90,23;80,80;66,49;82,48
443,00;roberta-large;0,00;_mean_exclude_cls_sep-24;1,00;24,00;82,81;79,37;93,67;86,38;90,23;79,20;68,58;82,89
444,00;roberta-large;0,00;_concat_cls_with_mean-24;1,00;24,00;82,90;81,40;94,22;85,83;89,95;81,40;68,23;83,42
445,00;roberta-large;0,00;_concat_cls_with_mean_exclude_cls_sep-24;1,00;24,00;83,22;81,83;94,32;86,61;90,61;85,60;70,72;84,70
446,00;roberta-large;0,00;_concat_mean_3_tokens-24;1,00;24,00;84,02;83,45;94,67;87,39;89,24;88,20;68,23;85,03
447,00;roberta-large;0,00;_concat_mean_3_tokens_exclude_cls_and_sep-24;1,00;24,00;83,66;84,53;94,53;86,94;89,18;89,40;66,90;85,02
448,00;roberta-large;0,00;_concat_mean_5_tokens-24;1,00;24,00;83,92;86,07;95,13;86,55;89,90;88,20;68,23;85,43
449,00;roberta-large;0,00;_concat_mean_5_tokens_exclude_cls_and_sep-24;1,00;24,00;83,93;85,30;94,82;68,77;89,79;89,60;66,43;82,66
450,00;roberta-large;0,00;cls_last4;1,00;24,00;75,77;64,19;90,99;70,56;86,27;46,60;66,49;71,55
451,00;roberta-large;0,00;mean_last4;1,00;24,00;85,57;86,25;95,62;88,86;91,10;92,40;71,01;87,26
452,00;roberta-large;0,00;mean_exclude_cls_sep_last4;1,00;24,00;85,84;87,36;95,55;88,95;91,21;93,60;70,90;87,63
453,00;roberta-large;0,00;concat_cls_with_mean_last4;1,00;24,00;85,60;86,73;95,55;88,72;91,10;93,00;68,23;86,99
454,00;roberta-large;0,00;concat_cls_with_mean_exclude_cls_sep_last4;1,00;24,00;85,64;87,37;95,40;88,75;90,99;93,40;66,49;86,86
455,00;roberta-large;0,00;concat_mean_3_tokens_last4;1,00;24,00;85,48;88,82;95,87;89,53;90,33;92,60;66,49;87,02
456,00;roberta-large;0,00;concat_mean_3_tokens_exclude_cls_and_sep_last4;1,00;24,00;85,93;88,19;95,69;88,45;90,66;91,80;66,78;86,79
457,00;roberta-large;0,00;concat_mean_5_tokens_last4;1,00;24,00;85,59;88,48;95,94;88,20;90,99;92,60;67,94;87,11
458,00;roberta-large;0,00;concat_mean_5_tokens_exclude_cls_and_sep_last4;1,00;24,00;85,42;87,39;95,57;68,77;89,84;92,60;63,54;83,30
459,00;roberta-large;0,00;cls_sumall;1,00;24,00;74,77;66,49;89,85;76,59;83,47;43,00;66,49;71,52
460,00;roberta-large;0,00;mean_sumall;1,00;24,00;85,38;87,18;95,49;88,68;91,60;93,60;68,17;87,16
461,00;roberta-large;0,00;mean_exclude_cls_sep_sumall;1,00;24,00;85,26;86,91;95,39;87,60;91,93;93,60;67,77;86,92
462,00;roberta-large;0,00;concat_cls_with_mean_sumall;1,00;24,00;85,53;87,18;95,51;89,23;91,32;93,80;66,03;86,94
463,00;roberta-large;0,00;concat_cls_with_mean_exclude_cls_sep_sumall;1,00;24,00;85,75;87,07;95,68;88,86;91,82;93,80;67,65;87,23
464,00;roberta-large;0,00;concat_mean_3_tokens_sumall;1,00;24,00;85,46;86,12;95,67;89,36;90,66;93,00;66,49;86,68
465,00;roberta-large;0,00;concat_mean_3_tokens_exclude_cls_and_sep_sumall;1,00;24,00;85,41;87,42;95,59;87,23;90,17;93,00;66,49;86,47
466,00;roberta-large;0,00;concat_mean_5_tokens_sumall;1,00;24,00;83,45;87,10;95,23;87,75;89,18;91,40;68,81;86,13
467,00;roberta-large;0,00;concat_mean_5_tokens_exclude_cls_and_sep_sumall;1,00;24,00;83,70;86,62;95,29;68,77;89,35;89,40;68,46;83,08
